,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,top_speed,acceleration,tyre_type,no_door_numbers,cargo_volumn,alloy_wheel_size,ground_clearance_unladen,city
1026,0,Petrol,Sedan,"74,982",Automatic,1,1st Owner,Honda,Honda City,2016,1217,i VTEC CVT VX,₹ 7.89 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1026,Mar 2016,Comprehensive,Petrol,5 Seats,"74,982 Kms",KA05,First Owner,1497 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Brown,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1085kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,15,,bangalore
1027,0,Petrol,SUV,"21,925",Automatic,1,1st Owner,Tata,Tata Nexon,2020,6364,1.2 Revotron XZA Plus,₹ 10.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1027,Jun 2020,Comprehensive,Petrol,5 Seats,"21,925 Kms",KA03,First Owner,1198 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,Revotron 1.2L Turbocharged engine,1198,108.5bhp@5000rpm,170Nm@1750-4000rpm,3.0,4.0,DOHC,MPFI,77x85.8,,Yes,No,3994mm,1811mm,1607mm,2498mm,1540 mm,1530 mm,1252Kg,,6 Speed,FWD,5,Power,5.1m,Disc,Drum,154.19 kmph,,Tubeless Radial Tyres,5,350,16,209 mm,bangalore
1028,0,Diesel,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,2015,3148,1.5 TDI AT Elegance Plus,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1028,2015,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",KA53,First Owner,1498 cc,Automatic,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Silver,Diesel Engine,1498,103.52bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection ,,,Yes,No,4386mm,1699mm,1466mm,2552mm,,,1182kg,1770kg,7 Speed,FWD,5,Power,5.3 metres,Disc,Drum,186 Kmph,12 Seconds,"Tubeless,Radial",4,460-litres,15,,bangalore
1029,0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Honda,Honda City,2010,1245,1.5 S MT,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1029,2010,Third Party insurance,Petrol,5 Seats,"70,000 Kms",DL03,Second Owner,1497 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,In-Line Engine,1497,"118PS at 6,600 rpm",146Nm at 4800 rpm,4.0,4.0,SOHC,EFI (Electronic Fuel Injection),,,No,No,4420 mm,1695 mm,1480 mm,2550 mm,,,1100 kg,,5 Speed,FWD,5,Power,5.3 m,Disc,Drum,,,"Tubeless,Radial",4,506 litres,15,,bangalore
1030,0,Diesel,Sedan,"80,000",Manual,3,3rd Owner,Honda,Honda Amaze,2014,1164,S i-Dtech,₹ 3.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1030,2014,Third Party insurance,Diesel,5 Seats,"80,000 Kms",KA50,Third Owner,1498 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,,,,Yes,No,3990mm,1680mm,1505mm,2405mm,,,1055kg,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,170 Kmph,17 Seconds,"Tubeless,Radial",4,400-litres,,,bangalore
1031,0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2009,5319,1.3 VXi,₹ 2.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1031,2009,Third Party insurance,Petrol,5 Seats,"90,000 Kms",KA05,Second Owner,1298 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist",Others,In-Line Engine,1298,88.2@6000 (PS@rpm),"11.5@4,500 (kgm@rpm)",4.0,4.0,,MPFI,74.0 x 75.5 mm,9:01,No,No,3760mm,1690mm,1530mm,2390mm,1470mm,1480mm,890,1415kg,5 Speed,,5,Power,4.7 m,Ventilated Disc,Drum,160 kmph,12.29 seconds,"Tubeless,Radial",5,232 litres,14,,bangalore
1032,0,Petrol,SUV,"20,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8130,XV Premium BSVI,₹ 9.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1032,2021,Third Party insurance,Petrol,5 Seats,"20,000 Kms",KA34,First Owner,999 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,B4D 1.0 NA PETROL,999,71.02bhp@6250rpm,96Nm@3500rpm,3.0,4.0,SOHC,MPFi,71 x 84.1,,No,No,3994mm,1758,1572,2500,,,939,,5 Speed,,5,Electronic,5.0,Disc,Drum,,17.7,"Tubeless,Radial",5,336,16,,bangalore
1033,0,Diesel,SUV,"50,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2021,8076,LX 4-Str Hard Top Diesel AT BSVI,₹ 16 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1033,2021,Third Party insurance,Diesel,4 Seats,"50,000 Kms",KA41,First Owner,2184 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,mHawk 130 Engine,2184,130bhp@3750rpm,300Nm@1600-2800rpm,4.0,4.0,,,,,Yes,,3985mm,1855mm,1844mm,2450mm,1520mm,1520mm,1755,,6 Speed,4X4,4,Power,,Disc,Drum,,,"Radial, Tubeless",3,,18,,bangalore
1034,0,Petrol,SUV,"10,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8127,XL BSVI,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1034,2021,Third Party insurance,Petrol,5 Seats,"10,000 Kms",KA01,First Owner,999 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Brown,B4D 1.0 NA PETROL,999,71.02bhp@6250rpm,96Nm@3500rpm,3.0,4.0,SOHC,MPFi,71 x 84.1,,No,No,3994mm,1758,1572,2500,,,939,,5 Speed,,5,Electronic,5.0,Disc,Drum,,17.7,"Tubeless,Radial",5,336,,,bangalore
1035,0,Petrol,Hatchback,"80,000",Manual,4,4th Owner,Hyundai,Hyundai i10,2010,1578,Magna 1.2 iTech SE,₹ 2.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1035,2010,Third Party insurance,Petrol,5 Seats,"80,000 Kms",,Fourth Owner,1197 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Centeral Locking, Day Night Rear View Mirror",Silver,DOHC Kappa2 Engine ,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1 ,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,1100,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,,,"Tubeless,Radial",4,,13,,bangalore
1036,0,Diesel,SUV,"61,000",Automatic,1,1st Owner,Land Rover,Land Rover Discovery Sport,2018,4860,SD4 HSE Luxury 7S,₹ 44.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1036,Nov 2018,Comprehensive,Diesel,7 Seats,"61,000 Kms",KA01,First Owner,2179 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,SD4 Diesel Engine,2179,187.7bhp@3500rpm,420Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,No,Yes,4600mm,2173mm,1724mm,2741mm,1621mm,1630mm,2152,,9 Speed,4WD,7,Power,5.8 metres,Disc,Disc,188 Kmph,8.9 Seconds,Tubeless Tyres,5,280-litres,18,,bangalore
1037,0,Diesel,MUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,2019,6517,M8,₹ 13.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1037,2019,Third Party insurance,Diesel,7 Seats,"50,000 Kms",KA41,First Owner,1497 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,D15 1.5 Liter Diesel Engine,1497,121bhp@3500rpm,300Nm@1750-2500rpm,4.0,4.0,,CRDi,,,Yes,No,4585 mm,1866 mm,1774 mm,2760 mm,,,1650 kgs,,6 Speed,FWD,7,Power,5.25 meters,Disc,Disc,145kmph,15 s,"Tubless, Radial",5,190,17,200mm,bangalore
1038,0,Petrol,Hatchback,"50,406",Manual,1,1st Owner,Maruti,Maruti Alto 800,2015,10327,VXI,₹ 3.12 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1038,Jul 2015,Comprehensive,Petrol,5 Seats,"50,406 Kms",KA53,First Owner,796 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Blue,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,,,Tubeless Tyres,5,,,,bangalore
1039,0,Petrol,Hatchback,"26,483",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5605,1.2 Kappa Sportz Option,₹ 5.82 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1039,Dec 2017,Comprehensive,Petrol,5 Seats,"26,483 Kms",KA01,First Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256-liters,,,bangalore
1040,0,Diesel,Hatchback,"80,000",Manual,2,2nd Owner,Tata,Tata Indica V2,2015,2514,LS,₹ 1.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1040,2015,Third Party insurance,Diesel,5 Seats,"80,000 Kms",KA03,Second Owner,1396 cc,Manual,2015,"Power Steering, Remote Trunk Opener, Air Conditioner, Adjustable Steering, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Others,CR4 Diesel Engine,1396,69bhp@4000rpm,140Nm@1800-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3690mm,1665mm,1485mm,2400mm,,,1080kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated Disc,Drum,155 Kmph,14.5 Seconds,"Tubeless,Radial",5,220-litres,,,bangalore
1041,0,Petrol,SUV,"12,104",Manual,1,1st Owner,Mahindra,Mahindra KUV 100,2018,3556,mFALCON G80 K8,₹ 6.18 Lakh,₹ 6.18 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1041,Jun 2018,Comprehensive,Petrol,6 Seats,"12,104 Kms",KA01,First Owner,1198 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,mFALCON G80 Engine,1198,82bhp@5500rpm,115Nm@3500-3600rpm,3.0,4.0,DOHC,MPFI,,,No,No,3675mm,1715mm,1655mm,2385mm,1490mm,1490mm,1195,,5 Speed,FWD,6,Power,5.05 meters,Disc,Drum,160 kmph,14.5 seconds,"Tubeless,Radial",5,243-litres,14,,bangalore
1042,0,Petrol,Hatchback,"23,721",Automatic,1,1st Owner,Honda,Honda Jazz,2021,7977,VX CVT,₹ 9.16 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1042,Feb 2021,Comprehensive,Petrol,5 Seats,"23,721 Kms",KA04,First Owner,1199 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,1.2 i-VTEC,1199,88.50bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,,,,,,3989mm,1694,1544,2530,,,1066,,7 Speed,,5,Electric,5.1,Disc,Drum,,,"Tubeless, Radial",5,354,15,,bangalore
1043,0,Diesel,Hatchback,"80,000",Manual,1,1st Owner,Ford,Ford Figo,2012,1043,Diesel ZXI,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1043,2012,Third Party insurance,Diesel,5 Seats,"80,000 Kms",KA04,First Owner,1399 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Cd Player",Others,Duratorq Diesel Engine,1399,68.05bhp@4000rpm,160Nm@2000rpm,4.0,2.0,SOHC,Common Rail,,,Yes,No,3795mm,1680mm,1427mm,2489mm,,,1115kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated Discs,Drum,,,"Tubeless,Radial",5,284-litres,,,bangalore
1044,0,Petrol,Hatchback,"8,212",Manual,1,1st Owner,Maruti,Maruti S-Presso,2022,7173,VXI Plus 2019-2022,₹ 5.55 Lakh,₹ 5.60 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1044,Sept 2022,Comprehensive,Petrol,5 Seats,"8,212 Kms",KA19,First Owner,998 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,,,"Tubeless, Radial",5,,,,bangalore
1045,0,Diesel,Sedan,"80,000",Automatic,3,3rd Owner,Skoda,Skoda Superb,2011,3208,2.5 V6 TDI,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1045,2011,Third Party insurance,Diesel,5 Seats,"80,000 Kms",KA04,Third Owner,2496 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Black,V-Type Engine,2496,"163.2@4,000 (PS@rpm)","35.7@1,250 (kgm@rpm)",6.0,4.0,DOHC,Direct Injection,78.3 x 86.4 mm,18.5:1,Yes,No,4803 mm,1765 mm,1489 mm,2803 mm,1521 mm,1514 mm,1604-1706 kg,2189kg,5 Speed,FWD,5,Power,5.9 m,Ventilated Disc,Disc,217 kmph,10.3 seconds,"Tubeless,Radial",4,462 litres,16,,bangalore
1046,0,Petrol,Hatchback,"9,358",Automatic,1,1st Owner,Maruti,Maruti Baleno,2021,5920,1.2 CVT Alpha,₹ 9.50 Lakh,₹ 9.69 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1046,Jul 2021,Comprehensive,Petrol,5 Seats,"9,358 Kms",KA51,First Owner,1197 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,935kg,1360kg,CVT,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,,bangalore
1047,0,Petrol,Sedan,"62,011",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2016,10244,VXI,₹ 6.08 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1047,Oct 2016,Comprehensive,Petrol,5 Seats,"62,011 Kms",KA01,First Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",White,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,,,"Tubeless, Radial",4,378,,160,bangalore
1048,0,Diesel,Sedan,"1,20,000",Manual,2,2nd Owner,Tata,Tata Indigo,2011,2672,LX,₹ 1.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1048,2011,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",KA06,Second Owner,1405 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks",Red,In-Line Engine,1405,"70@4,500 (PS@rpm)","13.5@2,500 (kgm@rpm)",4.0,2.0,SOHC,Indirect Injection,75 x 79.5 mm,21:01,Yes,No,4150 mm,1620 mm,1540 mm,2450 mm,1380 mm,1360 mm,1070kg,1490kg,5 Speed,,5,Power,5.0 m,Disc,Drum,154.6 kmph,18.9 seconds,"Tubeless,Radial",4,450 litres,14,,bangalore
1049,0,Petrol,Sedan,"90,000",Automatic,2,2nd Owner,Jaguar,Jaguar XJ,2011,5018,5.0L,₹ 17 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1049,2011,Third Party insurance,Petrol,4 Seats,"90,000 Kms",,Second Owner,5000 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Black,5.0 Litre V8 Petrol AJ-V8,5000,379.7bhp@6500rpm,515Nm@3500rpm,8.0,4.0,,,92.5X93mm,,No,No,5247mm,2110mm,1448mm,3157mm,,,1773kg,2335kg,6 Speed,,4,Power,6.35m,Electric Parking Brake,Electric Parking Brake,250km/hr,5.7 Seconds,"Tubeless,Radial",4,,19,,bangalore
1050,0,Petrol,Sedan,"90,000",Automatic,2,2nd Owner,Jaguar,Jaguar XJ,2011,5018,5.0L,₹ 17 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1050,2011,Third Party insurance,Petrol,4 Seats,"90,000 Kms",,Second Owner,5000 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Black,5.0 Litre V8 Petrol AJ-V8,5000,379.7bhp@6500rpm,515Nm@3500rpm,8.0,4.0,,,92.5X93mm,,No,No,5247mm,2110mm,1448mm,3157mm,,,1773kg,2335kg,6 Speed,,4,Power,6.35m,Electric Parking Brake,Electric Parking Brake,250km/hr,5.7 Seconds,"Tubeless,Radial",4,,19,,bangalore
1051,0,Diesel,Hatchback,"50,000",Manual,1,1st Owner,Ford,Ford Figo,2013,1041,Diesel LXI,₹ 2.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1051,2013,Third Party insurance,Diesel,5 Seats,"50,000 Kms",,First Owner,1399 cc,Manual,2013,"Power Steering, Remote Fuel Lid Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Day Night Rear View Mirror",Others,Duratorq Diesel Engine,1399,68.05bhp@4000rpm,160Nm@2000rpm,4.0,2.0,SOHC,Common Rail,,,Yes,No,3795mm,1680mm,1427mm,2489mm,,,1090kg,,5 Speed,FWD,5,Power,4.9 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",5,284-litres,,,bangalore
1052,0,Diesel,Hatchback,"1,00,000",Manual,2,2nd Owner,Skoda,Skoda Fabia,2010,3049,1.4 TDI Ambiente,₹ 2.49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1052,2010,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",,Second Owner,1422 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",Others,In-Line Engine,1422,70 bhp at 4000 rpm,155 Nm at 1600-2800 rpm,3.0,2.0,SOHC,Direct Injection,79.5 x 95.5 mm,19.5 : 1,Yes,No,3992mm,1642mm,1513mm,2462mm,1380mm,1384mm,1180kg,1640kg,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,163 kmph,14.8 seconds,"Tubeless,Radial",5,300 litres,14,,bangalore
1053,0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Tata,Tata Sumo,2008,2941,CX,₹ 1.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1053,2008,Third Party insurance,Diesel,8 Seats,"1,00,000 Kms",,First Owner,2179 cc,Manual,2008,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Child Safety Locks, Cd Player",White,In-Line Engine,2179,"120 @ 4,000 (PS@rpm)","25.5 @ 1,500-3,000 (kgm@rpm)",4.0,4.0,DOHC,CRDI,,,Yes,No,"4,421 mm","1,780 mm","1,940 mm","2,550 mm","1,496 mm","1,490 mm","1,940 kg","2,625 kg",5 Speed,,8,Power,5.25 m,Ventilated Disc,Drum,,,Tubeless Radial,5,,,,bangalore
1054,0,Diesel,Sedan,"1,20,000",Manual,5,5th Owner,Mitsubishi,Mitsubishi Lancer,2002,3396,GLXD,₹ 1.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1054,2002,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",,Fifth Owner,1998 cc,Manual,2002,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",White,In-Line Engine,1998,"68@4,500 (PS@rpm)","12.5@3,000 (kgm@rpm)",4.0,2.0,SOHC,Indirect Injection,,,No,No,4290mm,1690mm,1430mm,2500mm,1450mm,1460mm,1095kg,,5 Speed,FWD,5,Power,5.1 m,Ventilated Disc,Drum,155 kmph,17.86 seconds,Tubeless Radial Tyres,4,420 litres,13,,bangalore
1055,0,Petrol,Sedan,"80,000",Automatic,2,2nd Owner,Ford,Ford Mondeo,2000,1101,Duratec,"₹ 50,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1055,,Third Party insurance,Petrol,5 Seats,"80,000 Kms",,Second Owner,1999 cc,Automatic,,,Gold,,1999,,,4.0,4.0,,,,,,,,,,,,,,,,,5,Power,,,,,,"Tubeless,Radial",4,,16,,bangalore
