,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,top_speed,acceleration,tyre_type,no_door_numbers,cargo_volumn,alloy_wheel_size,ground_clearance_unladen,city
20,0,Diesel,Sedan,"1,00,000",Automatic,3,3rd Owner,BMW,BMW 5 Series,2011,5293,520d Sedan,₹ 22 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",20,2011,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",,Third Owner,1995 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,In-Line Engine,1995,"177 @ 4,000 (PS@rpm)","35.7 @ 1,750-3,000 (kgm@rpm)",4.0,4.0,,CRDi,84.0 x 90.0 mm,16.0:1,No,Yes,4841mm,1846mm,1468mm,2888mm,1558mm,1581mm,1600kg,2160kg,6 Speed,,5,Power,,Ventilated discs,Ventilated discs,226km/hr,8.3 seconds,"Tubeless,Radial",4,520 litres,17,,bangalore
21,0,Petrol,Hatchback,"18,083",Manual,1,1st Owner,Maruti,Maruti Swift,2016,10403,VXI,₹ 5.82 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",21,Mar 2016,Comprehensive,Petrol,5 Seats,"18,083 Kms",KA04,First Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,,,"Radial, Tubeless",5,268,,,bangalore
22,0,Petrol,SUV,"30,000",Manual,1,1st Owner,Renault,Renault Duster,2020,7703,RXS,₹ 10.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",22,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",KA01,First Owner,1498 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Others,1.5L Petrol,1498,104.55bhp@5600rpm,142Nm @ 4000RPM,4.0,4.0,DOHC,Multi Point Fuel Injection,,,No,No,4360,1822,1695,2673,1560,1567,1315,,5-Speed,FWD,5,Power,5.2m,Disc,Drum,,,Tubeless Radial Tyres,5,475,,205,bangalore
23,0,Petrol,Hatchback,"57,634",Manual,2,2nd Owner,Tata,Tata Tiago,2016,2983,1.2 Revotron XZ,₹ 4.57 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",23,Jun 2016,Comprehensive,Petrol,5 Seats,"57,634 Kms",KA05,Second Owner,1199 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,150 kmph,14.3 Seconds,Tubeless,5,242-litres,14,,bangalore
24,0,Petrol,Sedan,"50,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz S-Class,2016,4716,S 500 L,₹ 49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",24,2016,Third Party insurance,Petrol,5 Seats,"50,000 Kms",,Second Owner,4663 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,V-Type Petrol Engine,4663,453.26bhp@5250-5500rpm,700Nm@1800-3500rpm,8.0,4.0,DOHC,Direct Injection,,10.5:1,Yes,No,5246mm,2130mm,1494mm,3165mm,1624mm,1637mm,2200kg,2730kg,7 Speed,RWD,5,Power,6.15 metres ,Disc,Disc,250 kmph,4.8 Seconds,"Tubeless,Radial",4,530-litres,19,,bangalore
25,0,Petrol,Sedan,"1,10,000",Manual,1,1st Owner,Honda,Honda City,2015,1279,i VTEC V,₹ 5.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",25,2015,Third Party insurance,Petrol,5 Seats,"1,10,000 Kms",HR26,First Owner,1497 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1049kg,,5 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,15,,bangalore
26,0,Petrol,Hatchback,"23,447",Automatic,1,1st Owner,Hyundai,Hyundai Santro,2018,6670,Sportz AMT BSIV,₹ 5.70 Lakh,₹ 5.85 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",26,Nov 2018,Comprehensive,Petrol,5 Seats,"23,447 Kms",KA04,First Owner,1086 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Yellow,1.1 litre Petrol Engine,1086,68bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,DOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1463 mm,1481 mm,1050,,5 Speed,FWD,5,Power,,Disc,Drum,,,"Tubeless,Radial",5,235,,,bangalore
27,0,Lpg,Hatchback,"30,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2009,1712,GLS LPG,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",27,2009,Third Party insurance,LPG,5 Seats,"30,000 Kms",,Second Owner,1086 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,Bifuel Engine,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI+LPG,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,845,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,13,,bangalore
28,0,Petrol,Sedan,"33,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2017,7578,Exclusive E 200,₹ 41.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",28,Nov 2017,Comprehensive,Petrol,5 Seats,"33,000 Kms",KA05,First Owner,1991 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",White,In-Line Petrol Engine,1991,194.4bhp@5800-6100,300Nm@1600-4000rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,5063mm,1860mm,1494mm,3079mm,1595mm,1597mm,1585,,9 Speed,RWD,5,Electric,6 metres,Ventilated Disc,Disc,236 Kmph,8 Seconds,"Tubeless,Radial",4,540-litres,17,,bangalore
29,0,Diesel,SUV,"87,667",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,₹ 8.61 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",29,Apr 2014,Third Party,Diesel,7 Seats,"87,667 Kms",KA04,Second Owner,2179 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Black,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection ,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1900,2450kg,6 Speed ,FWD,7,Power,5.6 metres,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,"Tubeless,Radial ",5,,,,bangalore
30,0,Diesel,Sedan,"40,000",Automatic,2,2nd Owner,Audi,Audi A4,2016,12,35 TDI Premium,₹ 17.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",30,2016,Third Party insurance,Diesel,5 Seats,"40,000 Kms",KA51,Second Owner,1968 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,TDI Diesel Engine,1968,174.33bhp@4200rpm,380Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4701mm,2040mm,1427mm,2808mm,1564mm,1551mm,1595kg,2055kg,8 Speed,FWD,5,Power,5.8 metres,Ventilated Disc,Disc,222 Kmph,7.9 Seconds,"Tubeless,Radial",4,480-litres,16,,bangalore
31,0,Diesel,SUV,"79,012",Manual,2,2nd Owner,Mahindra,Mahindra XUV500,2014,3823,W8 2WD,₹ 8.03 Lakh,₹ 8.21 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",31,Oct 2014,Comprehensive,Diesel,7 Seats,"79,012 Kms",KA51,Second Owner,2179 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1940,2450kg,6 Speed,FWD,7,Power,5.6 metres,Disc & Caliper Type,Disc & Caliper Type,175 kmph,12.5 Seconds,"Tubeless,Radial ",5,,17,,bangalore
32,0,Diesel,SUV,"31,344",Manual,1,1st Owner,Jeep,Jeep Compass,2021,8320,Model S Diesel BSVI,₹ 25.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",32,Oct 2021,Comprehensive,Diesel,5 Seats,"31,344 Kms",KA05,First Owner,1956 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Black,2.0L Multijet Diesel,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4405mm,1818mm,1640mm,2636mm,,,1650,,6 Speed,4x2,5,Power,,Disc,Disc,,,"Tubeless, Radial",5,,18,,bangalore
33,0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2018,5785,1.2 VTVT SX,₹ 6.74 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",33,2018,Third Party insurance,Petrol,5 Seats,"50,000 Kms",,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,1.2L Kappa Dual VTVT Petrol,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1140,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,172 Kmph,,Tubeless,4,407,14,,bangalore
34,0,Petrol,Hatchback,"12,434",Manual,1,1st Owner,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,₹ 3.49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",34,May 2015,Comprehensive,Petrol,5 Seats,"12,434 Kms",WB38,First Owner,998 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Brown,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,152 kmph,18.6 Seconds,Tubeless Tyres,5,180-liters,,,bangalore
35,0,Petrol,MUV,"60,000",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2019,6701,ZXI Plus Petrol,₹ 10.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",35,2019,Third Party insurance,Petrol,7 Seats,"60,000 Kms",KA53,Second Owner,1462 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,K15 Smart Hybrid,1462,103bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 X 85 mm,10.5:1,No,No,4395 mm,1735 mm,1690 mm,2740 mm,1510 mm,1520 mm,1170 Kg,1730 Kg,5 Speed,2WD,7,Power,5.2 metres,Ventilated Disc,Drum,,,"Tubeless, Radial",5,209 litres,,,bangalore
36,0,Diesel,Sedan,"12,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2019,6598,Progressive C 220d,₹ 44.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",36,Jan 2019,Comprehensive,Diesel,5 Seats,"12,000 Kms",KA51,First Owner,1950 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",White,In-Line Engine,1950,194bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4686mm,2020mm,1442mm,2840mm,1588mm,1588 mm,1655kg,2165 Kg,9 Speed,RWD,5,Power,5.61 metres,Disc,Disc,240 Kmph,6.9 Seconds,"Tubeless, Radial",4,480-litres,17,,bangalore
37,0,Petrol,Hatchback,"40,987",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,₹ 4.06 Lakh,₹ 4.11 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",37,Mar 2015,Comprehensive,Petrol,5 Seats,"40,987 Kms",KA53,Second Owner,998 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",White,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,152 kmph,18.6 Seconds,Tubeless Tyres,5,180-liters,,,bangalore
38,0,Petrol,Sedan,"18,157",Automatic,1,1st Owner,BMW,BMW 5 Series,2020,7582,530i Sport,₹ 49.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",38,Oct 2020,Zero Dep,Petrol,5 Seats,"18,157 Kms",KA51,First Owner,1998 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Changer",Blue,TwinPower Turbo Inline 4 Cylinder Engine,1998,248.08bhp@5200rpm,350Nm@1450-4800rpm,4.0,4.0,,MPFi,,,Twin,No,4936mm,2126mm,1466mm,2975mm,1605mm,1630mm,1675,,8-Speed Steptronic,RWD,5,Power,5.6,Ventilated Disc,Ventilated Disc,250kmph,6.1,"Tubeless,Runflat",4,520-litres,R18,,bangalore
39,0,Diesel,SUV,"1,20,000",Manual,3,3rd Owner,Toyota,Toyota Fortuner,2011,2263,3.0 Diesel,₹ 11 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",39,2011,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",KA47,Third Owner,2982 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,4 Cylinders In-line,2982,171 PS @ 3600 rpm,343 Nm @ 1400-3400 rpm,4.0,4.0,DOHC,Common-Rail type,,,Yes,No,4695 mm,1840 mm,1850 mm,2750 mm,1540 mm,1540 mm,1955 kg,2510 kg,5 Speed,4WD,7,Power,5.9 m,Ventilated Disc,Leading-Trailing Drum,176 Kmph,9.6 Seconds,"Tubeless,Radial",5,,17,,bangalore
40,0,Diesel,SUV,"40,000",Automatic,2,2nd Owner,Renault,Renault Duster,2020,7022,RXZ 110PS AMT BSIV,₹ 11 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",40,2020,Third Party insurance,Diesel,5 Seats,"40,000 Kms",KA51,Second Owner,1461 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,,1461,108.5bhp@4000rpm,245Nm@1750rpm,4.0,4.0,DOHC,Common Rail Direct Injection (dCi),,,No,No,4360,1822,1695,2673,1560,1567,1375,,6-Speed,FWD,5,Power,5.2m,Disc,Drum,,,Radial,5,475,16,205,bangalore
41,0,Petrol,Hatchback,"89,667",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1481,Sportz 1.2,₹ 5.94 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",41,May 2016,Comprehensive,Petrol,5 Seats,"89,667 Kms",KA19,First Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,295-litres,,,bangalore
42,0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2017,1610,Asta Option 1.4 CRDi,₹ 7.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",42,2017,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",KA05,First Owner,1396 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,U2 CRDI Diesel Engine,1396,88.73bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1515kg,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,180 Kmph,11.9 Seconds,Tubeless,5,295-litres,16,,bangalore
43,0,Petrol,Hatchback,"56,997",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 6.92 Lakh,₹ 6.99 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",43,Aug 2017,Zero Dep,Petrol,5 Seats,"56,997 Kms",KA03,First Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,,bangalore
44,0,Petrol,Sedan,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai Elantra,2013,1471,SX,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",44,2013,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",KA41,First Owner,1797 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Dual VTVT Petrol Engine,1797,147.5bhp@6500rpm,177.5Nm@4700rpm,4.0,4.0,DOHC,Multipoint Injection,81.0mm X 87.2mm,10.3:1,No,No,4530mm,1775mm,1470mm,2700mm,1569mm,1582mm,1329kg,1640kg,6 Speed ,FWD,5,Power,5.3 metres,Disc,Disc,191km/hr,12.07 Seconds,"Tubeless,Radial",4,420-litres,16,,bangalore
45,0,Diesel,Sedan,"59,000",Automatic,1,1st Owner,Audi,Audi A6,2015,36,35 TDI,₹ 20.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",45,Jul 2016,Third Party insurance,Diesel,5 Seats,"59,000 Kms",HR26,First Owner,1968 cc,Automatic,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,In Line Diesel Engine,1968,187.74bhp@3800-4200rpm,400Nm@1750-3000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4933mm,1874mm,1455mm,2912mm,1627mm,1618mm,1735kg,2240kg,7 Speed,FWD,5,Power,5.95 metres,Ventilated Disc,Ventilated Disc,232 Kmph,8.4 Seconds,"Tubeless,Radial",4,530-litres,18,,bangalore
46,0,Petrol,Hatchback,"18,835",Manual,1,1st Owner,Maruti,Maruti Alto 800,2021,7277,VXI Plus BSVI,₹ 4.11 Lakh,₹ 4.20 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",46,Dec 2021,Zero Dep,Petrol,5 Seats,"18,835 Kms",KA50,First Owner,796 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,,,Tubeless Tyres,5,,,,bangalore
47,0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Scorpio,2010,5716,SLE 7S BSIII,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",47,2010,Third Party insurance,Diesel,7 Seats,"1,20,000 Kms",KA19,Second Owner,2179 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking",Gray,mHawk CRDe Engine,2179,120bhp@4000rpm,290Nm@1800-2800rpm,4.0,4.0,,CRDI,,,Yes,No,4430mm,1817mm,1975mm,2680mm,,,1990,2510kg,5 Speed,2 WD,7,Power,5.6 metres,Disc,Drum,,,"Tubeless,Radial",5,,16,,bangalore
48,0,Petrol,Hatchback,"40,000",Automatic,1,1st Owner,Mini,Mini 3 DOOR,2016,5176,Cooper S BSVI,₹ 36.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",48,Jul 2016,Comprehensive,Petrol,4 Seats,"40,000 Kms",KA51,First Owner,1998 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",White,Petrol Engine,1998,189.08bhp@4700-6000pm,280Nm@1250rpm,4.0,4.0,,MPFi,82 x 94.6 mm,11.0,Yes,No,3850mm,1727mm,1414mm,2495mm,1501mm,1501mm,1250kg,1655kg,7 Speed,2WD,4,electric,5.4 metres,Disc,Disc,233 Kmph,6.7 Seconds,Runflat Tyres,3,211litres,16,,bangalore
