,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownership,engine_displacement,transmission,year_of_manufacture,rto,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,seating_capacity,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,value_configuration,super_charger,turning_radius,top_speed,acceleration,gross_weight,front_tread,rear_tread,borex_stroke,compression_ratio,ground_clearance_unladen,city
30,0,Diesel,SUV,"3,800",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",30,Sept 2020,Third Party insurance,Diesel,5 Seats,"3,800 Kms",First Owner,1493 cc,Manual,2020,DL2C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,CRDi,Yes,4315mm,1800mm,1645mm,2610mm,1465,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",,5,433,,,,,,,,,,,,delhi
31,0,Petrol,Sedan,"45,000",Automatic,1,1st Owner,BMW,BMW 3 Series GT,2017,6632,M Sport Petrol,₹ 32.15 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",31,Sept 2017,Comprehensive,Petrol,5 Seats,"45,000 Kms",First Owner,1998 cc,Automatic,2017,DL26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,TwinPower Turbo 4-Cylinder Petrol Engine,1998,248bhp@5200rpm,350Nm@1450-4800rpm,4.0,4.0,Direct Injection,Yes,4824mm,1828mm,1508mm,2920 mm,1760,8 Speed,RWD,5,Power,Disc,Disc,Run-Flat,18,4,520,DOHC,No,5.5 metres,250 Kmph,6.1 Seconds,,1541 mm,1581 mm,,,,delhi
32,0,Petrol,Hatchback,"43,124",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1544,AT Asta,₹ 4.21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",32,Sept 2014,Comprehensive,Petrol,5 Seats,"43,124 Kms",Second Owner,1197 cc,Automatic,2014,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Red,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,163 Kmph,14.9 Seconds,,1479mm,1493mm,,,,delhi
33,0,Diesel,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2020,7799,W7,₹ 13 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",33,2020,Third Party insurance,Diesel,7 Seats,"20,000 Kms",First Owner,2179 cc,Manual,2020,UP21,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,mHawk155 Diesel Engine,2179,152.87bhp@3750rpm,360Nm@1750-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,1625,6 Speed,FWD,7,Power,Ventilated Disc,Disc,Tubeless Tyres,,5,,DOHC,No,5.6 metres,,,2510kg,1600mm,1600mm,,16.5:1,,delhi
34,0,Diesel,SUV,"60,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2017,1444,1.6 CRDi AT SX Plus,₹ 10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",34,2017,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1582 cc,Automatic,2017,PH65,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Black,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDi,Yes,4270mm,1780mm,1630mm,2590mm,1320,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,DOHC,No,5.3 metres,190 Kmph,10.5 Seconds,,,,,,,delhi
35,0,Petrol,Hatchback,"36,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,6779,Zeta,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",35,Jul 2018,Third Party,Petrol,5 Seats,"36,000 Kms",First Owner,1197 cc,Manual,2018,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,DOHC,No,4.9,,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
36,0,Petrol,Hatchback,"44,559",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1544,AT Asta,₹ 4.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",36,Aug 2015,Third Party insurance,Petrol,5 Seats,"44,559 Kms",First Owner,1197 cc,Automatic,2015,DL8C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,163 Kmph,14.9 Seconds,,1479mm,1493mm,,,,delhi
37,0,Petrol,SUV,"10,000",Manual,1,1st Owner,MG,MG Hector Plus,2022,7908,Sharp Hybrid MT,₹ 20.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",37,2022,Third Party insurance,Petrol,6 Seats,"10,000 Kms",First Owner,1451 cc,Manual,2022,UP16,"Power Windows Front, Power Windows Rear, Electronic Multi Tripmeter, Leather Seats, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Radio",Others,1.5L Turbocharged Intercooled,1451,141bhp@5000rpm,250nm@1600-3600rpm,4.0,4.0,,YES,4720mm,1835mm,1760mm,2750mm,1775,6-speed,,6,,Disc,Disc,"Tubeless, Radial",18,5,155 L,,,,,,,,,,,192mm,delhi
38,0,Petrol,Hatchback,"37,587",Manual,1,1st Owner,Tata,Tata Altroz,2021,8118,XM plus BSVI,₹ 6.27 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",38,Jun 2021,Comprehensive,Petrol,5 Seats,"37,587 Kms",First Owner,1199 cc,Manual,2021,Hr22,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Grey,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,No,3990mm,1755,1523,2501,1036,5-Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",,5,345,,,5.0,,,,,,,,,delhi
39,0,Petrol,Sedan,"90,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1156,SX i VTEC,₹ 3.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",39,2016,Third Party insurance,Petrol,5 Seats,"90,000 Kms",First Owner,1198 cc,Manual,2016,HR13,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",White,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,MPFi,No,3990mm,1680mm,1505mm,2405mm,965kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,SOHC,No,4.5 metres,160 Kmph,15 Seconds,,,,,,,delhi
40,0,Petrol,Hatchback,"73,786",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1591,Magna 1.2,₹ 1.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",40,Jul 2010,Comprehensive,Petrol,5 Seats,"73,786 Kms",First Owner,1197 cc,Manual,2010,UP15,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Grey,Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,930,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,DOHC ,No,,,,,1400mm,1385mm,71 x 75.6 mm,10.5:1 ,,delhi
41,0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Toyota,Toyota Corolla Altis,2009,6151,1.8 VL AT,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",41,2009,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1794 cc,Automatic,2009,DD4L,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Silver,DOHC Dual VVT-i Petrol En,1794,138.1bhp@6400rpm,173Nm@4000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,4620mm,1776mm,1475mm,2700mm,1370,7 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,475-litres,DOHC,No,5.3 metres,205km/hr,10.42Seconds,,1530mm,1535mm,,,,delhi
42,0,Petrol,Hatchback,"22,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,7084,VXI,₹ 5.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",42,Sept 2018,Third Party insurance,Petrol,5 Seats,"22,000 Kms",First Owner,1197 cc,Manual,2018,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Grey,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,855-885,5,FWD,5,Electric,Disc,Drum,Tubeless,,5,268,DOHC,No,4.8 Meters,,12.71s,1315kg,1530mm,1530mm,73 x 72 mm,,,delhi
43,0,Petrol,Hatchback,"38,103",Automatic,1,1st Owner,Maruti,Maruti Baleno,2019,6780,Alpha CVT,₹ 7.43 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",43,May 2019,Comprehensive,Petrol,5 Seats,"38,103 Kms",First Owner,1197 cc,Automatic,2019,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,910-935,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,DOHC,No,4.9,,12.36 seconds,1360kg,1515mm,1525mm,,,,delhi
44,0,Petrol,Hatchback,"15,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2022,7586,Zeta BSVI,₹ 6.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",44,Aug 2022,Third Party insurance,Petrol,5 Seats,"15,000 Kms",First Owner,1197 cc,Manual,2022,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,VVT,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,,,3700mm,1690,1595,2435,840-865,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,260,,,4.7,,,,,,,,,delhi
45,0,Diesel,MUV,"69,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2018,2406,2.8 GX AT BSIV,₹ 17 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",45,Sept 2018,Comprehensive,Diesel,7 Seats,"69,000 Kms",First Owner,2755 cc,Automatic,2018,DL2C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Brown,1-GD FTV Engine,2755,171.5bhp@3400rpm,360Nm@1200-3400rpm,4.0,4.0,Direct Injection,Yes,4735mm,1830mm,1795mm,2750mm,1830kg,6 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,,DOHC,No,5.4 meters,,,2450kg,1540mm,1540mm,3.62 X 4.08 mm,,,delhi
46,0,Petrol,Hatchback,"48,327",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2013,1542,Asta,₹ 3.59 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",46,Dec 2013,Comprehensive,Petrol,5 Seats,"48,327 Kms",Second Owner,1197 cc,Manual,2013,HR51,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,165 Kmph,12.9 Seconds,,1479mm,1493mm,,,,delhi
47,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Zen Estilo,2008,5765,1.1 LXI BSIII,₹ 1.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",47,2008,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1061 cc,Manual,2008,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",Others,"1.1L, 4-Cyl, F10D Petrol",1061,64bhp@6200rpm,84Nm@3500rpm,4.0,4.0,MPFi,No,,,,,875,5 Speed,2WD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,5,,,No,4.6 m,130 kmph,16.26 seconds,,,,,,,delhi
48,0,Petrol,SUV,"38,967",Manual,1,1st Owner,Kia,Kia Seltos,2020,7112,GTX Plus,₹ 11.21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",48,Nov 2020,Third Party insurance,Petrol,5 Seats,"38,967 Kms",First Owner,1353 cc,Manual,2020,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,GDi,Yes,4315mm,1800mm,1645mm,2610mm,1515,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",17,5,433,,,,,,,,,,,,delhi
49,0,Diesel,SUV,"50,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",49,Aug 2020,Comprehensive,Diesel,5 Seats,"50,000 Kms",First Owner,1493 cc,Manual,2020,DL2C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,CRDi,Yes,4315mm,1800mm,1645mm,2610mm,1465,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",,5,433,,,,,,,,,,,,delhi
50,0,Petrol,Hatchback,"33,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,6776,Alpha,₹ 5.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",50,Sept 2016,Comprehensive,Petrol,5 Seats,"33,000 Kms",First Owner,1197 cc,Manual,2016,DL9C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,DOHC,No,4.9,,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
51,0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Toyota,Toyota Etios,2014,2204,G,₹ 3.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",51,Aug 2014,Comprehensive,Petrol,5 Seats,"70,000 Kms",First Owner,1496 cc,Manual,2014,DL14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",White,Petrol Engine,1496,88.73bhp@5600rpm,132Nm@3000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,4265mm,1695mm,1510mm,2550mm,935kg,5 Speed,FWD,5,Power,Ventilated Disc ,Drum,"Tubeless,Radial",15,4,595-litres,DOHC,No,4.9 metres,,,,,,,,,delhi
52,0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2006,4336,LXI,"₹ 90,000 ",,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",52,2006,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Third Owner,998 cc,Manual,2006,GJ01,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,,delhi
53,0,Diesel,SUV,"72,000",Automatic,1,1st Owner,Isuzu,Isuzu MU-X,2018,5734,4X4,₹ 16.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",53,Jan 2018,Comprehensive,Diesel,7 Seats,"72,000 Kms",First Owner,2999 cc,Automatic,2018,DL8C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,Isuzu Ddi VGS TurboEngine,2999,175bhp@3600rpm,380nm@1800-2800rpm,4.0,4.0,CRDi,Yes,4825mm,1860mm,1840mm,2845mm,2750kgs,5,4WD,7,Power,Ventilated Disc,Disc,Tubeless,17,5,,DOHC,No,5.8m,,,,1570mm,1570mm,95.4X104.9,17.5:1,,delhi
54,0,Petrol,SUV,"58,511",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,₹ 8.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",54,Mar 2017,Comprehensive,Petrol,5 Seats,"58,511 Kms",First Owner,1591 cc,Manual,2017,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFI,No,4270mm,1780mm,1630mm,2590mm,"1,300",6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,400-litres,DOHC,No,5.3 metres,165 Kmph,10.5 Seconds,,,,,,,delhi
55,0,Diesel,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",55,2014,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1248 cc,Manual,2014,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Gray,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,3995mm,1695mm,1555mm,2430mm,1060kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,,No,4.8metres,,,1505kg,1485mm,1495mm,69.6 X 82 mm,17.6:1,,delhi
56,0,Diesel,SUV,"40,000",Manual,3,3rd Owner,Mahindra,Mahindra Scorpio,2019,6116,S7 140 BSIV,₹ 12.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",56,2019,Third Party insurance,Diesel,7 Seats,"40,000 Kms",Third Owner,2179 cc,Manual,2019,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",White,mHawk Diesel Engine,2179,140bhp@3750rpm,320Nm@1500-2800rpm,4.0,4.0,CRDi,Yes,4456mm,1820mm,1995mm,2680mm,1785,6 Speed,RWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,460,DOHC,No,5.4 metres,163.81kmph,11.68 Seconds,2510kg,,,,,,delhi
57,0,Petrol,Hatchback,"43,500",Manual,1,1st Owner,Maruti,Maruti Swift,2019,4160,LXI BSIV,₹ 5.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",57,Apr 2019,Comprehensive,Petrol,5 Seats,"43,500 Kms",First Owner,1197 cc,Manual,2019,HR51,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist",Blue,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,855kg,5,FWD,5,Power,Disc,Drum,Tubeless,,5,268,,No,4.8 Meters,,,1315kg,1530mm,1530mm,73 x 72 mm,,,delhi
58,0,Petrol,Sedan,"68,192",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2019,4224,VXi,₹ 6.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",58,Mar 2019,Comprehensive,Petrol,5 Seats,"68,192 Kms",First Owner,1298 cc,Manual,2019,HR51,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Grey,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,4160mm,1690mm,1530mm,2390mm,1025kg,5 Speed,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,SOHC,No,4.7m,,,,1470mm,1480mm,74 x 75.5 mm,9.0:1,,delhi
59,0,Diesel,SUV,"1,00,000",Manual,3,3rd Owner,Mahindra,Mahindra XUV500,2017,3812,W6 1.99 mHawk,₹ 8.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",59,2017,Third Party insurance,Diesel,7 Seats,"1,00,000 Kms",Third Owner,1997 cc,Manual,2017,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Others,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,Direct Injection,Yes,4585mm,1890mm,1785mm,2700mm,1890,6 Speed ,FWD,7,Power,Disc,Disc,"Tubeless,Radial",,5,720-litres,DOHC,No,5.6 metres,185 Kmph,10 Seconds,2510kg,,,,,,delhi
