,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,top_speed,acceleration,ground_clearance_unladen,city
502,0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2009,1568,Magna,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",502,2009,Third Party insurance,Petrol,5 Seats,"70,000 Kms",AP16,First Owner,1197 cc,Manual,2009,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",Others,Kappa Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1 ,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,hyderabad
503,0,Diesel,Sedan,"39,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2018,5960,CRDi 1.6 AT EX,₹ 9.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",503,Dec 2018,Comprehensive,Diesel,5 Seats,"39,000 Kms",TS08,First Owner,1582 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Black,U2 VGT Diesel Engine,1582,126.2bhp@4000rpm,259.87nm@1500-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4440mm,1729mm,1475mm,2600mm,,,1245,,6 Speed,,5,Power,,Disc,Drum,Tubeless,15,4,480 Liters,,,,hyderabad
504,0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Mahindra,Mahindra XUV300,2022,8579,W6 AMT Sunroof NT BSVI,₹ 11.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",504,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",TS07,First Owner,1197 cc,Automatic,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,1.2L Petrol,1197,108.62bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,,,,,Yes,,3995mm,1821mm,1627mm,2600mm,,,1350,,6 Speed,,5,Power,5.3,Disc,Disc,"Tubeless, Radial",,5,,,,,hyderabad
505,0,Diesel,SUV,"93,615",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,1444,1.6 CRDi AT SX Plus,₹ 11.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",505,Jul 2018,Comprehensive,Diesel,5 Seats,"93,615 Kms",TS12,First Owner,1582 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1320,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
506,0,Petrol,MUV,"6,400",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2022,8187,2.7 VX 7 STR,₹ 25.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",506,2022,Third Party insurance,Petrol,7 Seats,"6,400 Kms",,First Owner,2694 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,2.7 L Dual VVT,2694,163.60bhp@5200rpm,245nm@4000rpm,4.0,4.0,DOHC,,,,,,4735mm,1830mm,1795mm,2750mm,1540mm,1540mm,1730kg,2350kg,5 Speed,RWD,7,Power,5.4,Disc,Drum,"Tubeless,Radial",16,5,300,,,,hyderabad
507,0,Petrol,Sedan,"16,727",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2022,7408,Delta BSVI,₹ 8.95 Lakh,₹ 9.19 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",507,Jun 2022,Comprehensive,Petrol,5 Seats,"16,727 Kms",TS04,Second Owner,1462 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,K15 Smart Hybrid Petrol Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,,74 x 85,,,,4490,1730,1485,2650,,,1105,1520,5 Speed,FWD,5,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510,,,,hyderabad
508,0,Petrol,SUV,"63,334",Manual,3,3rd Owner,Hyundai,Hyundai Creta,2019,6430,1.6 SX,₹ 10.09 Lakh,₹ 10.51 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",508,Jul 2019,Third Party insurance,Petrol,5 Seats,"63,334 Kms",TS04,Third Owner,1591 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,,,No,No,4270mm,1780mm,1665mm,2590mm,,,1260,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400,,,190mm,hyderabad
509,0,Petrol,SUV,"14,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,8138,Turbo XV Premium Opt DT BSVI,₹ 10.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",509,Aug 2022,Comprehensive,Petrol,5 Seats,"14,000 Kms",TS08,First Owner,999 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Red,HRA0 1.0 TURBO PETROL,999,98.63bhp@5000rpm,160Nm@2800-3600rpm,3.0,4.0,SOHC,MPFi,72.2 x 81.3,,Yes,No,3994mm,1758mm,1572mm,2500mm,,,1014,,5 Speed,,5,Electronic,5.0,Disc,Drum,"Tubeless,Radial",16,5,336,,11.7,,hyderabad
510,0,Petrol,Hatchback,"96,540",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,5552,1.2 Delta BSIV,₹ 4.41 Lakh,₹ 4.57 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",510,Dec 2018,Third Party insurance,Petrol,5 Seats,"96,540 Kms",TS13,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,,No,No,3700mm,1690mm,1595mm,2435mm,,,835,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,"Tubeless,Radial",,5,260-litres,,,,hyderabad
511,0,Petrol,Sedan,"92,585",Automatic,1,1st Owner,Toyota,Toyota Yaris,2018,7290,J CVT,₹ 7.59 Lakh,₹ 7.79 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",511,Jul 2018,Third Party insurance,Petrol,5 Seats,"92,585 Kms",TS07,First Owner,1496 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Speakers Front",White,1.5 Dual VVT-i Engine,1496,105.94bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,,No,No,4425mm,1730mm,1495mm,2550mm,,,1110Kg,1580kg,7 Speed CVT,FWD,5,Power,5.1,Disc,Drum,"Tubless, Radial",,4,476,,,,hyderabad
512,0,Petrol,SUV,"53,861",Manual,1,1st Owner,Ford,Ford Ecosport,2014,905,1.5 Ti VCT MT Ambiente,₹ 4.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",512,Mar 2014,Third Party insurance,Petrol,5 Seats,"53,861 Kms",TS13,First Owner,1499 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Silver,Ti-VCT Petrol Engine,1499,110bhp@6300rpm,140Nm@4400rpm,4.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,11.0:1,No,No,3999mm,1765mm,1708mm,2520mm,1519mm,1524mm,1290kgs,1740kgs,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,346-litres,182 Kmph,16 Seconds,,hyderabad
513,0,Petrol,Hatchback,"65,761",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2012,4349,LXI BS IV,₹ 3.06 Lakh,₹ 3.17 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",513,Dec 2012,Third Party insurance,Petrol,5 Seats,"65,761 Kms",AP09,Second Owner,998 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Silver,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3595mm,1475mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,,,,hyderabad
514,0,Diesel,Sedan,"67,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2015,1995,1.5 TDI Highline,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",514,Sept 2015,Third Party insurance,Diesel,5 Seats,"67,000 Kms",TS07,Second Owner,1498 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Golden,TDI Diesel Engine,1498,108.6bhp@4000rpm,250Nm@1500-3000rpm,4.0,4.0,DOHC,CRDI,79.5 x 80.5 mm,16.5:1,Yes,No,4390mm,1699mm,1467mm,2553mm,1457mm,1500mm,1216Kg,1750kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",15,4,494,180 Kmph,11.07 Seconds,,hyderabad
515,0,Diesel,SUV,"1,22,100",Manual,2,2nd Owner,Jeep,Jeep Compass,2018,5929,2.0 Limited,₹ 13.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",515,Jun 2018,Third Party,Diesel,5 Seats,"1,22,100 Kms",TS13,Second Owner,1956 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,6 Speed,4X2,5,Power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,,,,hyderabad
516,0,Diesel,Sedan,"53,873",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,5836,AMT ZDI,₹ 7.36 Lakh,₹ 7.66 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",516,Jan 2018,Comprehensive,Diesel,5 Seats,"53,873 Kms",TS07,First Owner,1248 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Brown,DDiS Diesel Engine,1248,74.02bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,955-990Kg,1405Kg,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,"Tubeless,Radial",15,4,378,,,,hyderabad
517,0,Diesel,SUV,"60,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2019,4299,ZDi,₹ 8.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",517,2019,Third Party insurance,Diesel,5 Seats,"60,000 Kms",TS09,First Owner,1248 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1190kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,172 kmph,12.36 Seconds,,hyderabad
518,0,Diesel,Hatchback,"89,197",Manual,2,2nd Owner,Maruti,Maruti Swift,2013,4204,VDI,₹ 4.26 Lakh,₹ 4.30 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",518,Mar 2013,Third Party insurance,Diesel,5 Seats,"89,197 Kms",AP13,Second Owner,1248 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3850mm,1695mm,1530mm,2430mm,1485mm,1495mm,1060kg,1505kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232-litres,158km/hr,13.75 Seconds,,hyderabad
519,0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Datsun,Datsun RediGO,2020,5234,A,₹ 3.05 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",519,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",,First Owner,799 cc,Manual,2020,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Others,0.8L Petrol Engine,799,53.64bhp@5678rpm,72Nm@4386rpm,3.0,4.0,DOHC,MPFi,,,No,No,3429mm,1560mm,1541mm,2348mm,,,710,,5-Speed,2WD,5,Power,4.7m,Disc,Drum,,,5,222,,,185mm,hyderabad
520,0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5699,1.2 Spotz,₹ 6.29 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",520,2018,Third Party insurance,Petrol,5 Seats,"70,000 Kms",,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,5,295-litres,170 Kmph,13.2 Seconds,,hyderabad
521,0,Petrol,Hatchback,"28,700",Automatic,1,1st Owner,Maruti,Maruti Baleno,2021,6782,Zeta CVT,₹ 8.69 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",521,Dec 2021,Third Party,Petrol,5 Seats,"28,700 Kms",TS07,First Owner,1197 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,910-935,1360kg,CVT,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,,12.79 seconds,,hyderabad
522,0,Petrol,Sedan,"20,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Virtus,2022,9144,Topline AT BSVI,₹ 18.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",522,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",TS08,Second Owner,999 cc,Automatic,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,1.0L TSI,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,,,,,Yes,,4561mm,1752mm,1507mm,2651mm,1511mm,1496mm,1245kg,1660kg,6-Speed,,5,Electric,5.05,Disc,Drum,"Tubeless,Radial",16,4,521,,,145mm,hyderabad
523,0,Petrol,Hatchback,"91,629",Manual,1,1st Owner,Hyundai,Hyundai i10,2012,1563,Asta,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",523,Feb 2012,Comprehensive,Petrol,5 Seats,"91,629 Kms",AP28,First Owner,1197 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,DOHC Kappa2 Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,DOHC,MPFI,71 x 75.6 mm,10.5:1,No,No,3565mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,hyderabad
524,0,Diesel,Hatchback,"30,000",Manual,1,1st Owner,Ford,Ford Freestyle,2021,7604,Titanium Diesel,₹ 8.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",524,2021,Third Party insurance,Diesel,5 Seats,"30,000 Kms",,First Owner,1499 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking, Radio",White,1.5 litre Diesel Engine,1499,98.96bhp@3750rpm,215nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,16:01,Yes,yes,3954mm,1737mm,1570mm,2490mm,,,1062-1080,,5-Speed,FWD,5,Electric,5.0,Ventilated Disc,Drum,Tubeless,R15,5,257,,,,hyderabad
525,0,Petrol,Hatchback,"7,058",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6776,Alpha,₹ 8.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",525,Sept 2022,Not Available,Petrol,5 Seats,"7,058 Kms",TS08,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Nexa Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,865-890,1340kg,5 Speed,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,,12.36 seconds,,hyderabad
526,0,Diesel,Sedan,"86,500",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,5836,AMT ZDI,₹ 7.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",526,Jul 2017,Third Party insurance,Diesel,5 Seats,"86,500 Kms",TS08,First Owner,1248 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,DDiS Diesel Engine,1248,74.02bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,955-990Kg,1405Kg,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,"Tubeless,Radial",15,4,378,,,,hyderabad
527,0,Petrol,Sedan,"76,438",Manual,2,2nd Owner,Honda,Honda Amaze,2015,1168,S i-Vtech,₹ 4.16 Lakh,₹ 4.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",527,Mar 2015,Third Party,Petrol,5 Seats,"76,438 Kms",TS16,Second Owner,1198 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Brown,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,,No,No,3990mm,1680mm,1505mm,2405mm,,,950kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,400-litres,160 Kmph,15 Seconds,,hyderabad
528,0,Petrol,SUV,"24,489",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2017,8179,1.6 VTVT SX Plus,₹ 10.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",528,Aug 2017,Zero Dep,Petrol,5 Seats,"24,489 Kms",TS07,Second Owner,1591 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Black,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFi,,,No,No,4270mm,1780mm,1630mm,2590mm,,,1280,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,,,,hyderabad
529,0,Petrol,Hatchback,"20,000",Automatic,1,1st Owner,Maruti,Maruti Swift,2022,8381,VXI AMT BSVI,₹ 7.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",529,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",,First Owner,1197 cc,Automatic,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
530,0,Diesel,Sedan,"1,10,600",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,1783,1.6 CRDI SX Option,₹ 8.55 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",530,Sept 2017,Comprehensive,Diesel,5 Seats,"1,10,600 Kms",TS09,First Owner,1582 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,U2 VGT Diesel Engine ,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,77.2 X 84.5 mm,17.3:1,Yes,No,4375mm,1700mm,1475mm,2570mm,,,1310,,6 Speed ,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,4,465-litres,190 Kmph ,10.62 Seconds,,hyderabad
531,0,Petrol,Hatchback,"63,840",Manual,2,2nd Owner,Maruti,Maruti Baleno,2019,3962,1.2 Delta,₹ 6.49 Lakh,₹ 6.62 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",531,Jan 2020,Third Party insurance,Petrol,5 Seats,"63,840 Kms",TS07,Second Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",,5,339-litres,180 Kmph,12.36 seconds,,hyderabad
