,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,top_speed,acceleration,ground_clearance_unladen,city
631,0,Diesel,Sedan,"42,000",Automatic,1,1st Owner,Audi,Audi A3,2019,7,35 TDI Technology,₹ 28.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",631,Jul 2019,Third Party insurance,Diesel,5 Seats,"42,000 Kms",TS07,First Owner,1968 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",White,TDI Diesel Engine,1968,143bhp@3500-4000rpm,320Nm@1750-3000rpm,4.0,4.0,DOHC,CRDi,82.5 x 92.8,,Yes,No,4458mm,1796mm,1416mm,2637mm,1555mm,1526mm,1490Kg,1890kg,6 Speed,FWD,5,Power,5.35 metres,Ventilated Disc,Disc,"Tubeless,Radial",16,4,425,215 kmph,8.6 Seconds,,hyderabad
632,0,Petrol,Hatchback,"73,889",Manual,1,1st Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.61 Lakh,₹ 4.71 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",632,Nov 2014,Comprehensive,Petrol,5 Seats,"73,889 Kms",TS07,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Red,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
633,0,Petrol,Hatchback,"44,363",Manual,2,2nd Owner,Renault,Renault KWID,2019,7429,RXT,₹ 3.72 Lakh,₹ 4.03 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",633,Jun 2019,Third Party,Petrol,5 Seats,"44,363 Kms",TS11,Second Owner,799 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,Petrol Engine,799,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,710,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,279,,16 Seconds,,hyderabad
634,0,Diesel,Sedan,"54,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2011,4611,E250 CDI Avantgarde,₹ 14.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",634,Jul 2011,Third Party insurance,Diesel,5 Seats,"54,000 Kms",AP28,First Owner,2143 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Black,4-in-line,2143,203bhp@4200rpm,500Nm@1600-1800rpm,4.0,4.0,,,,16.2+/-2:1,Yes,No,4868mm,1854mm,1471mm,2874mm,1585mm,1604mm,1800kg,,5 Speed,Rear Wheel Drive with ESP,5,Power,5.6 metres,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,540-litre,242km/hr,7.5 Seconds,,hyderabad
635,0,Petrol,Sedan,"50,151",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,1775,1.6 SX VTVT,₹ 8.03 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",635,Dec 2017,Third Party,Petrol,5 Seats,"50,151 Kms",TS07,First Owner,1591 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Black,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,10.5:1,No,No,4375mm,1700mm,1475mm,2570mm,,,1290,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,Tubeless,16,4,465-litres,196 Kmph,10.5 Seconds,,hyderabad
636,0,Lpg,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2010,1712,GLS LPG,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",636,2010,Third Party insurance,LPG,5 Seats,"1,20,000 Kms",,First Owner,1086 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,Bifuel Engine,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI+LPG,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,845,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,,hyderabad
637,0,Diesel,Sedan,"92,000",Automatic,1,1st Owner,Volvo,Volvo S60,2012,2070,D5 Summum,₹ 11.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",637,Aug 2012,Third Party insurance,Diesel,5 Seats,"92,000 Kms",AP28,First Owner,2400 cc,Automatic,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Dvd Player",Silver,In Line TwinTurbo Engine,2400,215bhp@4000rpm,440Nm@1500rpm,5.0,4.0,DOHC,Common Rail Direct Injection,81X93.15 mm,16.5 :1,Yes,No,4628mm,2097mm,1484mm,2776mm,1588mm,1585mm,1651kg,2200kg,6 Speed,AWD,5,Power,5.95 metres,Ventilated Disc,Disc,"Tubeless,Radial",17,4,380-litres,225km/hr,7.7 Seconds,,hyderabad
638,0,Diesel,Sedan,"51,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2017,5439,2.0 Diesel Portfolio,₹ 29.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",638,Jul 2018,Comprehensive,Diesel,5 Seats,"51,000 Kms",AP05,First Owner,1999 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",White,Diesel Engine,1999,177bhp@4000rpm,430Nm@1750-2500rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,5067mm,2091mm,1457mm,2960mm,1605mm,1594mm,1760kg,2250kg,8 Speed,RWD,5,Power,5.8 metres,Disc,Disc,"Tubeless,Radial",20,4,505,229 kmph,9.36 Seconds,,hyderabad
639,0,Petrol,SUV,"70,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2018,5533,43 AMG Coupe,₹ 69.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",639,Aug 2018,Third Party insurance,Petrol,5 Seats,"70,000 Kms",AP05,First Owner,2996 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Blue,V Type Petrol Engine,2996,384.87bhp@6100rpm,520Nm@2000-4200rpm,6.0,4.0,DOHC,Direct Injection,,,Yes,No,4891mm,2129mm,1719mm,2915mm,1665mm,1713mm,2240Kg,2880kg,9 Speed,AWD,5,Power,5.9 metres,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",21,5,650-litres,250 Kmph,5.7 Seconds,,hyderabad
640,0,Petrol,SUV,"72,253",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,6945,SX Turbo BSIV,₹ 9 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",640,Oct 2019,Not Available,Petrol,5 Seats,"72,253 Kms",TS09,First Owner,998 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Audio System Remote Control",Blue,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,6-Speed,FWD,5,Power,,Disc,Drum,Radial,16,5,350 L,,,190mm,hyderabad
641,0,Diesel,SUV,"51,757",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,8164,R W10 FWD,₹ 14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",641,Nov 2015,Not Available,Diesel,7 Seats,"51,757 Kms",TS07,First Owner,2179 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Purple,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1655,2510kg,6 Speed,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,17,5,720-litres,185 Kmph,10 Seconds,,hyderabad
642,0,Petrol,Hatchback,"46,000",Manual,1,1st Owner,Chevrolet,Chevrolet Beat,2012,435,LS,₹ 2.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",642,Aug 2012,Third Party insurance,Petrol,5 Seats,"46,000 Kms",AP29,First Owner,1199 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Tinted Glass, Centeral Locking, Day Night Rear View Mirror",Grey,Smartech Engine,1199,79.4bhp@6200rpm,108Nm@4400rpm,4.0,4.0,DOHC,MPFI,,,No,No,3640mm,1595mm,1520mm,2375mm,,,950,,5 Speed,FWD,5,Power,4.85 metres ,Disc,Drum,"Tubeless,Radial",14,5,170-litres,,,,hyderabad
643,0,Diesel,SUV,"24,648",Manual,1,1st Owner,Tata,Tata Harrier,2022,7503,XZ BSVI,₹ 19.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",643,Jun 2022,Third Party,Diesel,5 Seats,"24,648 Kms",TS08,First Owner,1956 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4598mm,1894mm,1706mm,2741mm,,,1660,,6-Speed,,5,Power,,Disc,Drum,"Tubeless, Radial",17,5,425,,,,hyderabad
644,0,Petrol,Hatchback,"61,201",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4309,LXI BS IV,₹ 3.06 Lakh,₹ 3.14 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",644,Oct 2013,Comprehensive,Petrol,5 Seats,"61,201 Kms",AP29,First Owner,998 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Number Of Speaker",Others,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,152 kmph,18.6 Seconds,,hyderabad
645,0,Diesel,SUV,"23,000",Manual,1,1st Owner,Tata,Tata Harrier,2021,7503,XZ BSVI,₹ 20.15 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",645,Sept 2021,Third Party insurance,Diesel,5 Seats,"23,000 Kms",TS04,First Owner,1956 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4598mm,1894mm,1706mm,2741mm,,,1660,,6-Speed,,5,Power,,Disc,Drum,"Tubeless, Radial",17,5,425,,,,hyderabad
646,0,Petrol,Hatchback,"46,563",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2016,4310,VXI BS IV,₹ 3.66 Lakh,₹ 3.90 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",646,Jul 2016,Third Party,Petrol,5 Seats,"46,563 Kms",TS11,Second Owner,998 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Red,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,152 kmph,18.6 Seconds,,hyderabad
647,0,Petrol,Hatchback,"41,085",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1482,Asta 1.2,₹ 6.45 Lakh,₹ 6.91 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",647,Jul 2016,Third Party insurance,Petrol,5 Seats,"41,085 Kms",TS13,First Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,295-litres,170 Kmph,13.2 Seconds,,hyderabad
648,0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Ford,Ford Figo,2010,1034,Diesel Titanium,₹ 2.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",648,Jun 2010,Third Party insurance,Diesel,5 Seats,"90,000 Kms",AP09,First Owner,1399 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Green,Diesel Engine,1399,68bhp@4000rpm,160Nm@2000rpm,4.0,4.0,SOHC,Common Rail,,,No,No,3795mm,1680mm,1427mm,2489mm,,,1130kg,,5 Speed,Front Wheel Drive,5,Power,4.9m,Ventilated Discs,Drum,"Tubeless,Radial",14,5,284 Liters,148km/hr,14.8 Seconds,,hyderabad
649,0,Petrol,Hatchback,"50,260",Manual,1,1st Owner,Hyundai,Hyundai i20,2013,1646,Magna,₹ 4.23 Lakh,₹ 4.36 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",649,Oct 2013,Comprehensive,Petrol,5 Seats,"50,260 Kms",AP13,First Owner,1197 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Centeral Locking, Anti Theft Alarm, Cd Player",White,Kappa VTVT Petrol Engine,1197,82.85bhp@6000rpm,113.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1060,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",14,5,,,,,hyderabad
650,0,Petrol,Hatchback,"55,000",Manual,1,1st Owner,Ford,Ford Figo,2010,1039,Petrol ZXI,₹ 2.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",650,Aug 2010,Third Party insurance,Petrol,5 Seats,"55,000 Kms",AP13,First Owner,1196 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Grey,Petrol Engine,1196,70bhp@6250rpm,102Nm@4000rpm,4.0,4.0,DOHC,SEFI,,,No,No,3795mm,1680mm,1427mm,2489mm,,,1075kg,,5 Speed,Front Wheel Drive,5,Power,4.9m,Ventilated Disc,Drum,"Tubeless,Radial",14,5,284 Liters,148km/hr,14.8 Seconds,,hyderabad
651,0,Petrol,Hatchback,"1,07,913",Manual,2,2nd Owner,Maruti,Maruti Celerio,2014,10357,ZXI,₹ 3.28 Lakh,₹ 3.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",651,Apr 2014,Third Party insurance,Petrol,5 Seats,"1,07,913 Kms",AP28,Second Owner,998 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Red,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3695mm,1655,1555,2435,1430,1440,810,1260,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",,5,313,,,,hyderabad
652,0,Petrol,Hatchback,"52,858",Manual,1,1st Owner,Maruti,Maruti Swift,2017,10403,VXI,₹ 5.65 Lakh,₹ 5.76 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",652,Jun 2017,Comprehensive,Petrol,5 Seats,"52,858 Kms",TS09,First Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
653,0,Diesel,Sedan,"50,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2014,199,GT 320d Luxury Line,₹ 22.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",653,Jun 2014,Third Party insurance,Diesel,5 Seats,"50,000 Kms",TS09,First Owner,1995 cc,Automatic,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Brown,Diesel Engine ,1995,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4824mm,2047mm,1508mm,2920mm,1541mm,1586mm,1700,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",18,4,480-litres,226 Kmph,7.9 Seconds,,hyderabad
654,0,Petrol,Hatchback,"41,832",Manual,2,2nd Owner,Renault,Renault KWID,2016,5375,1.0 RXT Optional,₹ 2.99 Lakh,₹ 3.14 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",654,Mar 2020,Comprehensive,Petrol,5 Seats,"41,832 Kms",TS07,Second Owner,999 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,730,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,155.8 kmph,13.90 Seconds,,hyderabad
655,0,Petrol,Hatchback,"61,000",Manual,1,1st Owner,Datsun,Datsun GO,2014,5219,T BSIV,₹ 2.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",655,Jun 2014,Third Party insurance,Petrol,5 Seats,"61,000 Kms",TS11,First Owner,1198 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",Silver,Petrol Engine,1198,67bhp@5000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Injection System,,,No,No,3785mm,1635mm,1490mm,2450mm,1440mm,1445mm,1050,,5 Speed,FWD,5,Power,4.6 metres, Disc,Drum,Tubeless,,5,265-litres,150 Kmph,13.3 Seconds,,hyderabad
656,0,Diesel,Sedan,"1,36,700",Automatic,1,1st Owner,Skoda,Skoda Laura,2012,3072,2.0 TDI AT L and K,₹ 4.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",656,Sept 2012,Comprehensive,Diesel,5 Seats,"1,36,700 Kms",AP10,First Owner,1968 cc,Automatic,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Rosso Brunello,In-Line Engine,1968,140PS @4000rpm,320Nm @1750rpm,4.0,4.0,DOHC,Direct Injection,81 x 95.5,18.5:1,Yes,No,4569 mm,1769 mm,1485 mm,2578 mm,,,1355 kg,2015 kg,6 Speed,FWD,5,Power,5.1 m,Disc,Disc,"Tubeless,Radial",16,4,560 litres,,,,hyderabad
657,0,Petrol,Hatchback,"44,000",Manual,1,1st Owner,Maruti,Maruti Ritz,2011,4141,VXi,₹ 3.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",657,Jun 2011,Third Party insurance,Petrol,5 Seats,"44,000 Kms",AP28,First Owner,1197 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Silver,K Series Petrol Engine,1197,85.80bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1015kg,1430kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,236-liters,156 Kmph,15 Seconds,,hyderabad
658,0,Petrol,Sedan,"40,000",Automatic,3,3rd Owner,Hyundai,Hyundai Sonata,2003,1758,AT Leather,₹ 1.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",658,2003,Third Party insurance,Petrol,5 Seats,"40,000 Kms",AP10,Third Owner,2359 cc,Automatic,2003,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cassette Player",Silver,In-Line Engine,2359,"165 @ 5,800 (PS@rpm)","23.6 @ 4,250 (kgm@rpm)",4.0,4.0,DOHC,MPFI,88 x 97 mm,10.5:1,No,No,4800mm,1832mm,1485mm,2730mm,1565mm,1550mm,1533kg,,4 Speed,,5,Power,5.46 m,Disc,Disc,"Tubeless,Radial",16,4,560 litres,,,,hyderabad
659,0,Petrol,MUV,"45,430",Automatic,1,1st Owner,Renault,Renault Triber,2021,7824,RXL EASY-R AMT,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",659,Dec 2021,Comprehensive,Petrol,7 Seats,"45,430 Kms",TS07,First Owner,999 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,1.0L Petrol Engine,999,71bhp@6250rpm,96Nm@3500rpm,3.0,4.0,DOHC,Multi Point Fuel Injection,,,No,No,3990mm,1739mm,1643mm,2636mm,1547mm,1545mm,947kg,,5-Speed,FWD,7,Electric,,Disc,Drum,Radial Tubeless,,5,84,,,,hyderabad
660,0,Petrol,SUV,"10,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2022,8609,1.0 TSI Highline AT BSVI,₹ 16.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",660,2022,Third Party insurance,Petrol,5 Seats,"10,000 Kms",TS07,First Owner,999 cc,Automatic,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,1.0L TSI,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,,TSI,,,Yes,,4221mm,1760mm,1612mm,2651mm,1531,1516,1255,1670,6-Speed,,5,Electric,5.05,Disc,Drum,"Tubeless,Radial",16,5,385,,,,hyderabad
