,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,price
2134,chennai,Petrol,SUV,35589,Manual,1,Kia Seltos,2020,White,1369000
2135,chennai,Petrol,Hatchback,41514,Manual,1,Hyundai i10,2016,Silver,380000
2136,chennai,Petrol,MUV,27925,Manual,1,Renault Triber,2021,Silver,661000
2137,chennai,Petrol,SUV,40000,Manual,2,Mahindra KUV 100,2017,Others,320000
2138,chennai,Petrol,Hatchback,60000,Manual,2,Hyundai EON,2014,Others,200000
2139,chennai,Petrol,Hatchback,65744,Manual,3,Volkswagen Polo,2013,Red,325000
2140,chennai,Petrol,MUV,30000,Automatic,2,Maruti Ertiga,2020,Others,1025000
2141,chennai,Diesel,Hatchback,60000,Manual,3,Tata Indica,2007,Silver,50000
2142,chennai,Petrol,SUV,20000,Automatic,1,Skoda Kushaq,2022,Gray,1300000
2143,chennai,Petrol,Sedan,90000,Manual,3,Volkswagen Vento,2012,Others,231999
2144,chennai,Petrol,SUV,18655,Manual,1,Volkswagen Taigun,2021,Silver,1639000
2145,chennai,Petrol,Hatchback,51578,Manual,1,Tata Tiago,2020,White,536000
2146,chennai,Diesel,Hatchback,113000,Manual,1,Ford Figo,2012,White,229999
2147,chennai,Petrol,Hatchback,27861,Manual,1,Renault KWID,2016,White,357000
2148,chennai,Petrol,Sedan,20419,Manual,1,Maruti Ciaz,2020,Silver,786000
2149,chennai,Petrol,Sedan,49165,Manual,2,Volkswagen Vento,2013,White,409999
2150,chennai,Petrol,SUV,38309,Manual,2,Honda WR-V,2018,Others,607000
2151,chennai,Petrol,SUV,12000,Automatic,1,Toyota Urban cruiser,2022,White,1150000
2152,chennai,Petrol,Hatchback,27872,Automatic,1,Honda Jazz,2017,Brown,684000
2153,chennai,Petrol,Hatchback,14023,Manual,1,Renault KWID,2022,Red,451000
2154,chennai,Petrol,MUV,30000,Manual,1,Maruti Ertiga,2019,White,985000
2155,chennai,Diesel,SUV,30000,Manual,1,Tata Nexon,2021,Others,800000
2156,chennai,Diesel,Sedan,116377,Manual,2,Hyundai Verna,2012,Red,450000
2157,chennai,Diesel,Hatchback,13109,Manual,1,Volkswagen Polo,2021,White,785000
2158,chennai,Diesel,Sedan,67500,Manual,1,Ford Aspire,2015,White,415000
2159,chennai,Petrol,Hatchback,84169,Manual,1,Hyundai Santro Xing,2007,Black,150000
2160,chennai,Diesel,Sedan,50000,Automatic,2,Audi A3,2016,Others,1500000
2161,chennai,Petrol,Hatchback,80000,Manual,3,Ford Figo,2011,Others,170000
2162,chennai,Petrol,MUV,14475,Manual,1,Maruti Ertiga,2022,Grey,1000000
2163,chennai,Petrol,Hatchback,20000,Automatic,3,Hyundai Grand i10 Nios,2020,Others,570000
2164,chennai,Petrol,Hatchback,53631,Automatic,1,Maruti Baleno,2018,Red,638000
2165,chennai,Petrol,SUV,92562,Automatic,1,Ford Ecosport,2018,Blue,674000
2166,chennai,Petrol,Sedan,90000,Manual,3,Maruti SX4,2010,Others,200000
2167,chennai,Petrol,Hatchback,24690,Manual,1,Maruti Alto 800,2021,Blue,433000
2168,chennai,Petrol,Hatchback,15915,Automatic,1,Renault KWID,2020,Brown,518000
2169,chennai,Diesel,Hatchback,100000,Manual,2,Ford Figo,2011,Green,175000
2170,chennai,Petrol,SUV,36390,Manual,1,Renault Kiger,2021,Blue,840000
2171,chennai,Petrol,Hatchback,9112,Manual,1,Maruti Ritz,2012,Red,295000
2172,chennai,Petrol,Hatchback,13923,Automatic,1,Ford Figo,2021,White,740000
2173,chennai,Petrol,Hatchback,58263,Manual,1,Maruti Celerio,2017,Blue,520000
2174,chennai,Petrol,Minivans,20000,Manual,1,Maruti Eeco,2021,Gray,470000
2175,chennai,Diesel,Hatchback,80000,Manual,3,Maruti Ritz,2015,Others,200000
2176,chennai,Diesel,Hatchback,65991,Manual,0,Maruti Swift,2013,Blue,395000
2177,chennai,Diesel,Hatchback,13397,Manual,1,Mahindra KUV 100 NXT,2016,Red,350000
2178,chennai,Petrol,Sedan,57121,Automatic,2,Maruti Ciaz,2015,Brown,550000
2179,chennai,Petrol,Sedan,70418,Manual,1,Tata Zest,2015,PLATINUM SILVER,400000
2180,chennai,Petrol,Sedan,22421,Automatic,0,Honda Amaze,2019,Red,640000
2181,chennai,Diesel,Hatchback,83045,Manual,0,Tata Indica,2009,Orange,135000
2182,chennai,Petrol,Hatchback,86715,Manual,0,Hyundai i10,2008,Black,170000
2183,chennai,Petrol,Hatchback,77032,Manual,0,Hyundai i10,2008,Red,195000
2184,chennai,Petrol,Hatchback,21614,Manual,1,Datsun RediGO,2019,White,312000
2185,chennai,Petrol,Hatchback,35375,Manual,1,Maruti Alto 800,2020,Silver,383000
2186,chennai,Diesel,Sedan,89545,Manual,0,Volkswagen Vento,2010,Silver,310000
2187,chennai,Petrol,Hatchback,83298,Manual,1,Hyundai i20,2019,Silver,590000
2188,chennai,Petrol,Hatchback,33250,Automatic,1,Maruti Ignis,2022,Blue,758000
2189,chennai,Petrol,Hatchback,75000,Manual,2,Honda Jazz,2015,Grey,480000
2190,chennai,Diesel,SUV,87026,Manual,1,Ford Ecosport,2018,Red,794000
2191,chennai,Petrol,Sedan,37294,Manual,2,Honda City,2020,Maroon,1069000
2192,chennai,Petrol,Hatchback,65840,Manual,1,Renault KWID,2016,Red,327000
2193,chennai,Petrol,Sedan,62865,Manual,1,Honda Amaze,2015,ORCHID WHITE PEARL,425000
2194,chennai,Diesel,Hatchback,62442,Manual,1,Mahindra KUV 100 NXT,2017,Red,434999
2195,chennai,Petrol,Sedan,154931,Manual,2,Volkswagen Vento,2014,MET ECRU BEIGE,330000
2196,chennai,Petrol,Sedan,63318,Manual,1,Honda City,2017,White,800000
2197,chennai,Petrol,Sedan,47146,Manual,1,Honda City,2017,Golden Brown,750000
2198,chennai,Petrol,Hatchback,17797,Automatic,1,Hyundai Grand i10,2016,White,495000
2199,chennai,Petrol,Hatchback,52802,Manual,1,Maruti Swift,2015,Silver,475000
2200,chennai,Diesel,SUV,46830,Manual,2,Honda WR-V,2018,Red,700000
2201,chennai,Petrol,SUV,70038,Manual,1,Ford Ecosport,2018,White,785000
2202,chennai,Petrol,Hatchback,15957,Manual,1,Tata Altroz,2021,Red,795000
2203,chennai,Petrol,Sedan,63860,Manual,2,Honda Amaze,2014,White,415000
2204,chennai,Petrol,Sedan,51252,Automatic,1,Maruti Swift Dzire,2017,Red,660000
2205,chennai,Petrol,SUV,56071,Automatic,2,Ford Ecosport,2015,White,543000
2206,chennai,Diesel,Hatchback,38100,Manual,1,Honda Jazz,2017,CARNELIAN RED PEARL,650000
2207,chennai,Diesel,SUV,87634,Automatic,3,Mahindra XUV500,2017,White,1129000
2208,chennai,Petrol,Hatchback,14424,Manual,1,Hyundai i10,2010,Grey,270000
2209,chennai,Petrol,Sedan,39542,Automatic,2,Tata Tigor,2018,Silver,557000
2210,chennai,Petrol,Hatchback,114507,Manual,2,Hyundai Grand i10,2016,Silver,441000
2211,chennai,Diesel,Hatchback,67129,Manual,1,Fiat Punto Pure,2015,Purple,340000
2212,chennai,Petrol,Hatchback,35405,Manual,1,Volkswagen Polo,2021,White,1000000
2213,chennai,Diesel,Hatchback,62992,Manual,1,Volkswagen Polo,2010,Red,295000
2214,chennai,Petrol,Hatchback,94241,Manual,1,Hyundai Santro Xing,2009,Silver,165000
2215,chennai,Diesel,Hatchback,101423,Manual,2,Tata Indica,2013,Silver,149000
2216,chennai,Petrol,Sedan,21647,Manual,1,Toyota Etios,2013,White,475000
2217,chennai,Petrol,Hatchback,39922,Manual,1,Hyundai Grand i10,2015,Blue,430000
2218,chennai,Petrol,Hatchback,61372,Manual,2,Maruti Wagon R,2017,Grey,375000
2219,chennai,Petrol,Hatchback,60250,Manual,1,Hyundai i10,2008,Red,145000
2220,chennai,Petrol,Hatchback,91617,Automatic,3,Hyundai Grand i10,2014,White,398000
2221,chennai,Petrol,Hatchback,23899,Automatic,1,Hyundai i20 N Line,2021,Others,1076000
2222,chennai,Petrol,Hatchback,89000,Manual,1,Maruti Swift,2015,SILKY SILVER,430000
2223,chennai,Petrol,Hatchback,97445,Automatic,2,Maruti Celerio,2017,Silver,400000
2224,chennai,Petrol,Hatchback,69680,Manual,2,Hyundai i10,2012,Others,287000
2225,chennai,Petrol,Hatchback,87431,Manual,1,Hyundai i20,2014,Red,495000
2226,chennai,Petrol,Hatchback,98204,Manual,1,Hyundai EON,2015,Blue,298000
2227,chennai,Petrol,Sedan,108338,Manual,2,Honda City,2012,Yellow,430999
2228,chennai,Petrol,Hatchback,47045,Manual,1,Hyundai i20,2016,Red,577000
2229,chennai,Petrol,Sedan,18079,Automatic,1,Tata Tigor,2018,Silver,600000
2230,chennai,Petrol,Hatchback,44985,Manual,1,Hyundai i10,2009,Grey,225000
2231,chennai,Diesel,Sedan,84095,Manual,1,Maruti Ciaz,2017,White,675000
2232,chennai,Diesel,SUV,50520,Manual,1,Jeep Compass,2020,White,1475000
2233,chennai,Diesel,Sedan,82124,Manual,3,Mahindra Renault Logan,2010,White,145000
2234,chennai,Petrol,Sedan,3228,Automatic,1,Honda Amaze,2018,MODERN STEEL METALLIC,750000
2235,chennai,Petrol,Sedan,41516,Manual,1,Tata Indigo,2010,Gold,150000
2236,chennai,Diesel,Hatchback,86147,Manual,2,Chevrolet Beat,2012,POLAR WHITE,195000
2237,chennai,Petrol,Sedan,101566,Manual,3,Honda City,2010,Silver,364000
2238,chennai,Diesel,Sedan,73139,Manual,1,Skoda Rapid,2018,Silver,729000
2239,chennai,Diesel,Sedan,16787,Automatic,1,Honda Amaze,2019,Red,840000
2240,chennai,Petrol,Sedan,99715,Automatic,2,Skoda Rapid,2016,Silver,680000
2241,chennai,Petrol,MUV,44386,Manual,1,Datsun GO Plus,2018,Others,413999
2242,chennai,Petrol,Hatchback,56200,Manual,1,Volkswagen Polo,2014,White,380000
2243,chennai,Petrol,MUV,17003,Manual,1,Datsun GO Plus,2018,Blue,428000
2244,chennai,Petrol,Hatchback,44632,Automatic,1,Hyundai Grand i10,2014,Orange,465000
2245,chennai,Petrol,SUV,32091,Automatic,1,Hyundai Creta,2018,White,1034000
2246,chennai,Petrol,MUV,22740,Automatic,2,Renault Triber,2021,Blue,772000
2247,chennai,Petrol,Sedan,95495,Manual,1,Volkswagen Ameo,2018,Grey,450000
2248,chennai,Petrol,Sedan,122533,Manual,2,Hyundai Verna,2010,Gold,210000
2249,chennai,Petrol,Sedan,55320,Manual,1,Maruti Swift Dzire,2013,BERRY RED,409999
2250,chennai,Diesel,Hatchback,68459,Manual,1,Hyundai i20,2012,White,325000
2251,chennai,Petrol,Sedan,14195,Manual,1,Honda Amaze,2016,Golden Brown,450000
2252,chennai,Petrol,Hatchback,67900,Manual,1,Hyundai i20,2012,Silver,280000
2253,chennai,Petrol,Hatchback,47756,Automatic,1,Maruti Wagon R,2017,Silver,409999
2254,chennai,Petrol,Hatchback,42856,Automatic,1,Hyundai Grand i10,2016,Silver,520000
2255,chennai,Diesel,Hatchback,43000,Manual,1,Volkswagen Polo,2014,Blue,560000
2256,chennai,Petrol,Sedan,27652,Manual,2,Toyota Yaris,2019,Red,702000
2257,chennai,Petrol,MUV,23539,Manual,1,Renault Triber,2021,Others,656000
2258,chennai,Petrol,Sedan,50000,Manual,1,Maruti Ciaz,2015,Brown,525000
2259,chennai,Petrol,Hatchback,18861,Manual,2,Maruti Alto K10,2017,Others,357000
2260,chennai,Petrol,Hatchback,41138,Manual,1,Maruti Swift,2017,Silver,512000
2261,chennai,Petrol,Hatchback,55039,Manual,1,Hyundai i10,2012,Silver,250000
2262,chennai,Petrol,Hatchback,41361,Manual,2,Hyundai i20,2018,Silver,700000
2263,chennai,Diesel,SUV,81037,Manual,1,Ford Ecosport,2015,White,535000
2264,chennai,Petrol,Hatchback,28897,Automatic,2,Honda Jazz,2017,Red,641000
2265,chennai,Petrol,SUV,46308,Manual,2,Mahindra KUV 100,2016,Blue,339000
2266,chennai,Petrol,Hatchback,80033,Manual,1,Hyundai Santro Xing,2009,Maroon,170000
2267,chennai,Petrol,Hatchback,100056,Manual,1,Maruti Wagon R,2012,Blue,310000
2268,chennai,Petrol,Hatchback,90062,Manual,1,Hyundai i20,2018,Grey,725000
2269,chennai,Diesel,SUV,90042,Automatic,1,Mahindra TUV 300,2016,Red,645000
2270,chennai,Petrol,Hatchback,78030,Manual,1,Maruti Wagon R,2017,Brown,440000
2271,chennai,Diesel,SUV,55000,Automatic,2,BMW X3,2013,White,1650000
2272,chennai,Diesel,SUV,100049,Automatic,1,Hyundai Santa Fe,2014,Red,975000
2273,chennai,Diesel,SUV,138033,Manual,1,Chevrolet Tavera,2010,Red,535000
2274,chennai,Petrol,MUV,14126,Manual,1,Datsun GO Plus,2018,Others,433000
2275,chennai,Petrol,SUV,35464,Manual,1,Renault Duster,2020,Brown,1044999
2276,chennai,Diesel,SUV,100036,Manual,2,Mahindra Ssangyong Rexton,2013,Black,550000
2277,chennai,Petrol,Hatchback,55161,Manual,3,Hyundai Grand i10,2015,Orange,411000
2278,chennai,Petrol,Hatchback,33771,Automatic,1,Hyundai Santro,2019,Others,518000
2279,chennai,Diesel,MUV,75011,Manual,1,Chevrolet Enjoy,2016,Silver,525000
2280,chennai,Petrol,Sedan,41659,Manual,1,Hyundai Verna,2016,Silver,647000
2281,chennai,Diesel,Sedan,126055,Automatic,2,Volvo S 80,2012,White,925000
2282,chennai,Petrol,Sedan,19935,Manual,1,Tata Tigor,2020,Others,645000
2283,chennai,Petrol,Hatchback,61126,Manual,1,Datsun RediGO,2016,Silver,252999
2284,chennai,Diesel,SUV,100043,Manual,2,Mitsubishi Pajero,2012,Silver,1025000
2285,chennai,Diesel,SUV,70034,Manual,1,Mitsubishi Pajero,2013,Silver,1175000
2286,chennai,Diesel,Hatchback,90068,Manual,2,Volkswagen Polo,2018,Brown,600000
2287,chennai,Petrol,Sedan,86694,Manual,1,Hyundai Xcent,2015,Red,405000
2288,chennai,Diesel,Sedan,86000,Automatic,2,Mercedes-Benz C-Class,2011,Silver,1040000
2289,chennai,Petrol,Sedan,79399,Manual,1,Maruti Ciaz,2015,Red,585000
2290,chennai,Diesel,Sedan,86038,Automatic,1,Audi A4,2012,White,1175000
2291,chennai,Petrol,Hatchback,69863,Manual,1,Maruti Wagon R,2015,Brown,385000
2292,chennai,Petrol,Hatchback,133727,Manual,1,Hyundai i10,2013,Red,310000
2293,chennai,Petrol,SUV,85781,Automatic,1,Hyundai Creta,2016,White,916000
2294,chennai,Diesel,Hatchback,8837,Manual,1,Tata Altroz,2022,Blue,800000
2295,chennai,Diesel,Sedan,120057,Manual,2,Toyota Corolla Altis,2011,Golden,475000
2296,chennai,Petrol,Hatchback,48527,Manual,1,Toyota Glanza,2019,Blue,699000
2297,chennai,Diesel,SUV,71096,Manual,2,Honda WR-V,2017,Brown,714000
2298,chennai,Petrol,Sedan,22000,Manual,1,Honda Amaze,2020,Silver,750000
2299,chennai,Petrol,Hatchback,110054,Manual,1,Hyundai Grand i10 Nios,2020,Blue,626000
2300,chennai,Petrol,Sedan,85028,Manual,1,Honda City,2012,Grey,465000
2301,chennai,Petrol,Sedan,10990,Manual,1,Honda City,2021,Silver,1268000
2302,chennai,Petrol,Sedan,115484,Manual,2,Hyundai Elantra,2017,Blue,805000
2303,chennai,Diesel,SUV,80062,Manual,2,Skoda Yeti,2011,Grey,475000
2304,chennai,Diesel,Sedan,80039,Manual,1,Skoda Rapid,2012,White,375000
2305,chennai,Petrol,Hatchback,16473,Manual,1,Maruti S-Presso,2020,Red,509999
2306,chennai,Petrol,Hatchback,53819,Automatic,1,Maruti Baleno,2017,White,660000
2307,chennai,Diesel,MUV,100060,Manual,2,Mahindra Scorpio,2011,White,495000
2308,chennai,Petrol,Sedan,93000,Automatic,1,Volkswagen Vento,2017,Silver,790000
2309,chennai,Diesel,MUV,82000,Manual,1,Maruti Ertiga,2013,Silver,690000
2310,chennai,Diesel,Sedan,100057,Automatic,1,BMW 5 Series,2013,Blue,1450000
2311,chennai,Diesel,Sedan,100425,Manual,1,Volkswagen Ameo,2016,Silver,570000
2312,chennai,Diesel,Sedan,102497,Manual,1,Hyundai Verna,2018,Black,827000
2313,chennai,Petrol,Sedan,97942,Manual,2,Toyota Etios,2011,Red,345000
2314,chennai,Petrol,Hatchback,78423,Manual,1,Volkswagen Polo,2019,Blue,650000
2315,chennai,Petrol,Hatchback,43088,Manual,2,Maruti Alto 800,2014,Blue,244000
2316,chennai,Petrol,SUV,14103,Manual,1,Renault Kiger,2021,Blue,815000
2317,chennai,Diesel,Sedan,74000,Automatic,1,Mercedes-Benz C-Class,2011,Silver,1100000
2318,chennai,Petrol,SUV,41285,Automatic,1,Toyota Urban cruiser,2022,Black,1150000
2319,chennai,Petrol,Hatchback,76554,Manual,3,Ford Figo,2012,Black,210000
2320,chennai,Petrol,MUV,25119,Manual,1,Datsun GO Plus,2018,Silver,391000
2321,chennai,Petrol,SUV,4977,Manual,1,Volkswagen Taigun,2022,Silver,1529000
2322,chennai,Petrol,Hatchback,2177,Manual,2,Maruti S-Presso,2021,White,549000
2323,chennai,Diesel,SUV,40511,Manual,1,Ford Ecosport,2018,Blue,860000
2324,chennai,Petrol,SUV,30400,Manual,1,Hyundai Venue,2021,Green,1145000
2325,chennai,Diesel,SUV,75000,Manual,1,Honda WR-V,2017,Maroon,790000
2326,chennai,Petrol,SUV,27600,Automatic,1,Skoda Kushaq,2021,Red,1650000
2327,chennai,Diesel,Hatchback,53908,Manual,1,Hyundai Grand i10,2015,Orange,475000
2328,chennai,Petrol,SUV,9471,Automatic,1,Tata Punch,2021,White,828999
2329,chennai,Petrol,Hatchback,12011,Automatic,1,Tata Tiago,2020,Silver,648000
2330,chennai,Petrol,Sedan,85000,Automatic,2,Volkswagen Vento,2011,Black,375000
2331,chennai,Petrol,SUV,27370,Automatic,1,Hyundai Creta,2016,White,964000
2332,chennai,Petrol,Hatchback,53098,Manual,2,Hyundai EON,2016,White,288000
2333,chennai,Petrol,Hatchback,51680,Manual,1,Datsun RediGO,2019,Red,340000
2334,chennai,Petrol,Sedan,35821,Automatic,2,Honda City,2018,Brown,906000
2335,chennai,Petrol,Hatchback,39323,Automatic,2,Hyundai i20,2018,Blue,686000
2336,chennai,Petrol,Hatchback,60799,Manual,1,Renault KWID,2016,Red,335000
2337,chennai,Diesel,Sedan,130000,Automatic,2,Mercedes-Benz C-Class,2014,Silver,1350000
2338,chennai,Petrol,Sedan,30000,Manual,1,Maruti Ciaz,2021,Grey,900000
2339,chennai,Petrol,Sedan,58619,Manual,1,Hyundai Verna,2018,Silver,900000
2340,chennai,Petrol,SUV,23300,Manual,1,Ford Ecosport,2019,Brown,890000
2341,chennai,Petrol,Hatchback,121032,Manual,3,Hyundai i20,2010,Blue,280000
2342,chennai,Petrol,Hatchback,91000,Manual,1,Hyundai i10,2010,Grey,265000
2343,chennai,Diesel,SUV,30000,Manual,1,Kia Seltos,2020,White,1200000
2344,chennai,Petrol,Hatchback,82171,Manual,2,Maruti Baleno,2019,White,574000
2345,chennai,Cng,Hatchback,18551,Manual,1,Tata Tiago,2022,Blue,711000
2346,chennai,Petrol,Hatchback,35000,Automatic,1,Hyundai i20,2020,Blue,960000
2347,chennai,Petrol,Hatchback,50252,Manual,1,Maruti Alto 800,2016,Red,273000
2348,chennai,Petrol,Sedan,34715,Manual,2,Honda Amaze,2019,Brown,593000
2349,chennai,Petrol,SUV,30197,Automatic,1,MG Hector,2020,White,1725000
2350,chennai,Petrol,SUV,79089,Manual,2,Hyundai Creta,2018,White,844999
2351,chennai,Petrol,Sedan,24035,Manual,2,Nissan Sunny,2011,White,300000
2352,chennai,Diesel,Hatchback,39605,Manual,1,Hyundai Grand i10 Nios,2020,Others,735000
2353,chennai,Petrol,Hatchback,66992,Automatic,1,Maruti Wagon R,2016,Blue,407000
2354,chennai,Petrol,Hatchback,29973,Manual,1,Maruti Celerio,2017,Blue,459999
2355,chennai,Petrol,Hatchback,49791,Manual,1,Renault KWID,2018,Grey,360000
2356,chennai,Petrol,SUV,52609,Automatic,1,MG Hector,2020,White,1650000
2357,chennai,Petrol,Hatchback,70000,Manual,1,Honda Jazz,2010,Blue,360000
2358,chennai,Petrol,SUV,23000,Manual,1,Honda WR-V,2018,Brown,700000
2359,chennai,Petrol,Hatchback,52172,Manual,1,Maruti Alto,2010,Silver,210000
2360,chennai,Petrol,Hatchback,67022,Automatic,1,Nissan Micra,2017,Blue,484999
2361,chennai,Diesel,Sedan,103651,Manual,2,Volkswagen Ameo,2016,White,513000
2362,chennai,Petrol,Sedan,49682,Automatic,1,Honda Amaze,2016,White,520000
2363,chennai,Petrol,Hatchback,53751,Manual,3,Renault KWID,2018,Others,305000
2364,chennai,Petrol,Hatchback,111283,Manual,2,Maruti Alto 800,2015,Silver,238000
2365,chennai,Diesel,SUV,63000,Manual,2,Ford Ecosport,2013,White,540000
2366,chennai,Petrol,MUV,52509,Manual,1,Datsun GO Plus,2016,Red,362000
2367,chennai,Diesel,Hatchback,69319,Manual,1,Nissan Micra,2017,White,459999
2368,chennai,Petrol,Hatchback,89191,Manual,1,Maruti Celerio,2018,Silver,451000
2369,chennai,Diesel,SUV,123152,Manual,1,Mahindra KUV 100,2017,Others,442000
2370,chennai,Diesel,Sedan,65000,Automatic,2,Audi A6,2013,Black,1480000
2371,chennai,Diesel,Sedan,116413,Manual,1,Honda Amaze,2014,Silver,430000
2372,chennai,Petrol,SUV,11600,Manual,1,Hyundai Venue,2022,Red,950000
2373,chennai,Petrol,SUV,18377,Manual,1,MG Hector,2021,Black,1750000
2374,chennai,Petrol,Sedan,97000,Automatic,2,Honda City,2010,Maroon,365000
2375,chennai,Petrol,Hatchback,75184,Manual,1,Hyundai EON,2015,Silver,287000
2376,chennai,Petrol,Sedan,49387,Manual,2,Maruti Swift Dzire,2014,Silver,437000
2377,chennai,Petrol,Hatchback,81000,Manual,1,Hyundai i10,2011,Golden,310000
2378,chennai,Petrol,Hatchback,80320,Manual,1,Maruti Wagon R,2010,Red,287000
2379,chennai,Petrol,Sedan,8608,Automatic,1,Skoda Rapid,2021,White,1202000
2380,chennai,Petrol,Sedan,23000,Automatic,1,Hyundai Verna,2018,Grey,975000
2381,chennai,Diesel,SUV,96892,Manual,3,Nissan Terrano,2015,Red,515000
2382,chennai,Diesel,SUV,75000,Manual,1,Renault Duster,2016,Black,665000
2383,chennai,Petrol,Hatchback,61237,Manual,1,Maruti Alto 800,2016,Red,279000
2384,chennai,Petrol,SUV,32806,Manual,1,Nissan Magnite,2021,White,766000
2385,chennai,Petrol,Hatchback,52138,Manual,1,Renault KWID,2019,White,380000
2386,chennai,Petrol,Sedan,37429,Manual,1,Volkswagen Ameo,2016,Blue,520000
2387,chennai,Petrol,Hatchback,78978,Manual,2,Maruti Wagon R,2010,Red,260000
2388,chennai,Diesel,SUV,100000,Manual,2,Toyota Fortuner,2012,White,1475000
2389,chennai,Petrol,Hatchback,52044,Manual,1,Honda Brio,2015,White,450000
2390,chennai,Petrol,MUV,8541,Manual,1,Renault Triber,2023,Brown,840000
2391,chennai,Petrol,Sedan,30000,Automatic,2,Skoda Rapid,2019,Maroon,710000
2392,chennai,Petrol,Hatchback,44768,Automatic,1,Maruti Celerio X,2018,Red,459000
2393,chennai,Petrol,SUV,27062,Manual,1,Ford Ecosport,2020,White,769000
2394,chennai,Petrol,Sedan,46973,Manual,1,Hyundai Verna,2018,White,900000
2395,chennai,Petrol,Sedan,22239,Manual,1,Volkswagen Virtus,2022,White,1277000
2396,chennai,Petrol,SUV,16455,Manual,1,Tata Nexon,2021,Silver,969000
2397,chennai,Petrol,Hatchback,5107,Automatic,1,Tata Altroz,2022,Silver,942000
2398,chennai,Petrol,Hatchback,34000,Manual,1,Hyundai Grand i10 Nios,2022,Red,690000
2399,chennai,Petrol,SUV,88923,Automatic,1,Jeep Compass,2018,Red,1256000
2400,chennai,Petrol,Hatchback,94581,Manual,2,Maruti Wagon R,2013,White,288000
2401,chennai,Petrol,Hatchback,30924,Manual,1,Hyundai i20,2021,White,950000
2402,chennai,Petrol,Hatchback,58747,Manual,2,Maruti Alto K10,2011,Orange,222000
2403,chennai,Petrol,Hatchback,63697,Manual,1,Maruti Alto,2012,Red,235000
2404,chennai,Diesel,SUV,53000,Manual,1,Honda WR-V,2017,Silver,890000
2405,chennai,Diesel,SUV,43000,Manual,1,Ford Ecosport,2016,Blue,660000
2406,chennai,Diesel,Sedan,108513,Manual,2,Honda Amaze,2013,Black,380000
2407,chennai,Diesel,Sedan,91000,Automatic,1,Skoda Rapid,2015,White,675000
2408,chennai,Diesel,SUV,71721,Manual,1,Honda WR-V,2021,Brown,971000
2409,chennai,Petrol,Hatchback,39276,Manual,1,Renault KWID,2019,Others,352000
2410,chennai,Diesel,SUV,85616,Automatic,1,Maruti Vitara Brezza,2019,Silver,866000
2411,chennai,Petrol,Sedan,56380,Manual,1,Toyota Etios,2016,Others,508000
2412,chennai,Petrol,Hatchback,83000,Manual,3,Hyundai i20,2009,Black,260000
2413,chennai,Diesel,SUV,66211,Manual,1,Maruti Vitara Brezza,2016,White,796000
2414,chennai,Petrol,Hatchback,60662,Manual,1,Hyundai Grand i10,2016,Others,434000
2415,chennai,Petrol,SUV,24140,Automatic,1,Tata Punch,2021,White,782000
2416,chennai,Petrol,Hatchback,27000,Automatic,1,Hyundai i20,2021,Grey,1090000
2417,chennai,Diesel,Hatchback,63000,Manual,2,Chevrolet Beat,2013,White,350000
2418,chennai,Petrol,Sedan,12901,Automatic,1,Volkswagen Virtus,2022,White,1621000
2419,chennai,Petrol,Hatchback,29708,Automatic,1,Datsun GO,2019,Red,471000
