,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,price
3692,hyderabad,Petrol,Sedan,60068,Manual,2,Maruti Swift Dzire,2017,Red,605000
3693,hyderabad,Petrol,Hatchback,41261,Manual,1,Maruti Alto 800,2018,Silver,326000
3694,hyderabad,Petrol,SUV,32209,Manual,1,Ford Ecosport,2020,White,950000
3695,hyderabad,Petrol,Hatchback,75747,Manual,1,Honda Jazz,2018,Brown,639000
3696,hyderabad,Petrol,Hatchback,49241,Manual,2,Hyundai i20,2018,White,712000
3697,hyderabad,Petrol,Hatchback,33488,Manual,1,Maruti Swift,2021,Blue,670000
3698,hyderabad,Petrol,SUV,30000,Manual,1,Mahindra Thar,2021,Others,1650000
3699,hyderabad,Petrol,Hatchback,21000,Manual,1,Tata Altroz,2022,White,875000
3700,hyderabad,Diesel,SUV,56545,Manual,1,Jeep Compass,2018,Grey,1600000
3701,hyderabad,Petrol,Hatchback,64000,Manual,1,Volkswagen Polo,2017,Blue,675000
3702,hyderabad,Petrol,Sedan,71413,Manual,2,Volkswagen Ameo,2018,White,533000
3703,hyderabad,Petrol,Hatchback,31920,Manual,2,Renault KWID,2020,Red,487000
3704,hyderabad,Petrol,Hatchback,9939,Manual,2,Maruti S-Presso,2022,Red,526000
3705,hyderabad,Petrol,Hatchback,7156,Manual,1,Maruti Baleno,2022,Blue,926000
3706,hyderabad,Petrol,Sedan,20608,Manual,1,Toyota Yaris,2018,White,850000
3707,hyderabad,Petrol,Sedan,92000,Manual,2,Maruti Swift Dzire,2019,Grey,725000
3708,hyderabad,Petrol,Hatchback,67553,Automatic,2,Maruti Celerio,2018,Red,501000
3709,hyderabad,Petrol,Sedan,95286,Manual,1,Maruti Swift Dzire,2017,White,577000
3710,hyderabad,Diesel,SUV,66000,Manual,1,Mahindra XUV500,2015,Silver,894999
3711,hyderabad,Petrol,Hatchback,35929,Manual,1,Hyundai Grand i10,2019,Silver,521000
3712,hyderabad,Petrol,SUV,136035,Manual,1,Honda BR-V,2016,Grey,650000
3713,hyderabad,Diesel,MUV,93997,Manual,1,Maruti Ertiga,2013,Silver,670000
3714,hyderabad,Petrol,Sedan,60000,Manual,1,Skoda Rapid,2018,Others,775000
3715,hyderabad,Diesel,SUV,52220,Manual,1,Maruti Vitara Brezza,2019,Red,980000
3716,hyderabad,Petrol,Sedan,61659,Manual,2,Maruti Ciaz,2019,White,830000
3717,hyderabad,Petrol,Sedan,65000,Manual,1,Maruti Swift Dzire,2020,White,750000
3718,hyderabad,Diesel,Hatchback,120000,Manual,1,Mahindra KUV 100 NXT,2018,Red,450000
3719,hyderabad,Diesel,Hatchback,110000,Manual,2,Maruti Swift,2017,Others,600000
3720,hyderabad,Petrol,Hatchback,78969,Manual,1,Maruti Alto 800,2017,Red,302000
3721,hyderabad,Petrol,Hatchback,38939,Manual,2,Hyundai Grand i10 Nios,2021,Silver,736000
3722,hyderabad,Petrol,Hatchback,88637,Manual,1,Maruti Ignis,2019,Grey,480000
3723,hyderabad,Petrol,Hatchback,19070,Manual,1,Hyundai i20,2021,Red,967000
3724,hyderabad,Petrol,Hatchback,68556,Manual,1,Maruti S-Presso,2020,Silver,432000
3725,hyderabad,Petrol,Hatchback,44356,Manual,1,Ford Figo,2019,Red,600000
3726,hyderabad,Petrol,Sedan,73143,Manual,1,Maruti Swift Dzire,2016,Silver,610000
3727,hyderabad,Diesel,SUV,146769,Automatic,1,Volvo XC60,2012,Black,1250000
3728,hyderabad,Petrol,Hatchback,67527,Manual,1,Datsun GO,2018,Silver,337000
3729,hyderabad,Petrol,Hatchback,79467,Automatic,1,Hyundai Santro,2019,Silver,527000
3730,hyderabad,Diesel,Sedan,103174,Automatic,1,BMW 5 Series,2014,White,1750000
3731,hyderabad,Petrol,Hatchback,103046,Manual,3,Volkswagen Polo,2017,White,549000
3732,hyderabad,Petrol,Hatchback,85110,Manual,2,Fiat Punto EVO,2017,Hip Hop Black,270000
3733,hyderabad,Diesel,Sedan,114000,Manual,1,Tata Manza,2011,Purple,285000
3734,hyderabad,Diesel,SUV,70000,Manual,1,Renault Captur,2017,Orange,975000
3735,hyderabad,Diesel,Hatchback,72000,Manual,1,Hyundai i20,2018,Blue,725000
3736,hyderabad,Petrol,SUV,20000,Manual,1,Hyundai Venue,2023,Others,955000
3737,hyderabad,Petrol,SUV,20000,Manual,1,Hyundai Venue,2023,Others,1010000
3738,hyderabad,Petrol,SUV,22500,Automatic,1,Kia Seltos,2021,Black,1750000
3739,hyderabad,Petrol,Hatchback,54708,Manual,1,Hyundai i20,2016,Red,621000
3740,hyderabad,Petrol,Hatchback,78031,Manual,1,Maruti Baleno,2017,Blue,633000
3741,hyderabad,Petrol,Hatchback,24337,Manual,2,Hyundai Grand i10,2019,Silver,515000
3742,hyderabad,Petrol,Hatchback,82243,Manual,1,Maruti Baleno,2019,Blue,679000
3743,hyderabad,Petrol,SUV,20000,Manual,1,Hyundai Creta,2022,Others,1388000
3744,hyderabad,Petrol,Hatchback,104701,Automatic,2,Maruti Ignis,2017,White,609000
3745,hyderabad,Petrol,SUV,54000,Manual,2,Toyota Urban cruiser,2021,Silver,1000000
3746,hyderabad,Petrol,Hatchback,118937,Manual,1,Maruti Swift,2021,Red,590000
3747,hyderabad,Diesel,Hatchback,105133,Manual,1,Maruti Swift,2017,Red,570000
3748,hyderabad,Petrol,Sedan,36290,Automatic,1,Maruti Swift Dzire,2018,Brown,679000
3749,hyderabad,Petrol,Hatchback,29084,Manual,1,Hyundai i20,2018,Blue,640000
3750,hyderabad,Petrol,Hatchback,66911,Manual,1,Maruti Celerio,2020,White,475000
3751,hyderabad,Petrol,Sedan,110000,Automatic,1,Honda City,2011,Others,430000
3752,hyderabad,Petrol,SUV,7033,Manual,1,Maruti Grand Vitara,2022,Red,1700000
3753,hyderabad,Diesel,SUV,80000,Manual,2,Mahindra XUV500,2014,Blue,700000
3754,hyderabad,Petrol,Hatchback,22000,Automatic,1,Hyundai Grand i10,2018,Grey,675000
3755,hyderabad,Petrol,Hatchback,70200,Manual,1,Datsun GO,2018,White,430000
3756,hyderabad,Petrol,Hatchback,60004,Manual,1,Renault KWID,2019,Silver,420000
3757,hyderabad,Petrol,Hatchback,60000,Manual,1,Maruti Wagon R,2020,Others,580000
3758,hyderabad,Petrol,Hatchback,57078,Manual,2,Hyundai i10,2013,Others,334000
3759,hyderabad,Petrol,Hatchback,63789,Manual,1,Maruti Ritz,2014,Silver,401999
3760,hyderabad,Diesel,Hatchback,120000,Manual,1,Chevrolet Beat,2016,Others,240000
3761,hyderabad,Diesel,Sedan,118207,Automatic,2,Maruti Ciaz,2018,Silver,734000
3762,hyderabad,Petrol,Sedan,53000,Manual,1,Honda City,2017,White,795000
3763,hyderabad,Petrol,Hatchback,105224,Manual,2,Maruti Baleno,2016,Silver,570000
3764,hyderabad,Petrol,Hatchback,20837,Manual,2,Hyundai Santro,2021,White,551000
3765,hyderabad,Petrol,Hatchback,100000,Manual,2,Hyundai i20,2010,Others,280000
3766,hyderabad,Petrol,Hatchback,24021,Manual,1,Datsun RediGO,2021,Blue,463000
3767,hyderabad,Petrol,Sedan,61000,Manual,1,Maruti Ciaz,2016,Grey,625000
3768,hyderabad,Diesel,Sedan,120000,Automatic,2,Volvo S60,2013,Others,800000
3769,hyderabad,Petrol,Sedan,64000,Manual,2,Ford Fiesta,2008,Black,200000
3770,hyderabad,Petrol,Hatchback,120000,Manual,1,Maruti Alto,2011,Others,170000
3771,hyderabad,Petrol,Hatchback,49000,Manual,1,Maruti Alto 800,2018,White,325000
3772,hyderabad,Diesel,MUV,115000,Manual,1,Mahindra Marazzo,2018,Silver,750000
3773,hyderabad,Petrol,Hatchback,50000,Manual,1,Maruti Alto 800,2016,Others,275000
3774,hyderabad,Petrol,Hatchback,18569,Manual,1,Datsun RediGO,2021,Others,447000
3775,hyderabad,Diesel,Hatchback,98455,Manual,1,Hyundai Grand i10,2018,White,578000
3776,hyderabad,Diesel,Sedan,85000,Automatic,1,Skoda Rapid,2015,White,600000
3777,hyderabad,Petrol,Sedan,97921,Manual,1,Volkswagen Ameo,2016,Brown,524000
3778,hyderabad,Petrol,Hatchback,19205,Manual,2,Datsun RediGO,2020,Others,401999
3779,hyderabad,Diesel,Hatchback,122000,Manual,2,Maruti Swift,2019,Red,667000
3780,hyderabad,Petrol,Hatchback,97644,Manual,1,Maruti Ignis,2018,Blue,552000
3781,hyderabad,Petrol,Hatchback,82000,Manual,1,Hyundai i10,2010,Red,265000
3782,hyderabad,Diesel,Hatchback,70607,Manual,2,Maruti Swift,2013,Silver,443000
3783,hyderabad,Petrol,Sedan,71144,Automatic,1,Hyundai Verna,2016,Silver,721000
3784,hyderabad,Petrol,Sedan,2373,Automatic,1,Hyundai Verna,2022,White,1550000
3785,hyderabad,Petrol,Hatchback,56753,Automatic,1,Hyundai i20,2021,Others,1092000
3786,hyderabad,Diesel,SUV,72000,Manual,1,Maruti Vitara Brezza,2018,Red,890000
3787,hyderabad,Petrol,Hatchback,64487,Manual,2,Maruti Baleno,2018,Nexa Blue,550000
3788,hyderabad,Petrol,Hatchback,95783,Manual,1,Maruti Baleno,2017,Silver,609000
3789,hyderabad,Diesel,MUV,60000,Automatic,2,Tata Hexa,2019,Blue,1450000
3790,hyderabad,Petrol,MUV,59108,Manual,1,Maruti XL6,2021,Red,1100000
3791,hyderabad,Petrol,SUV,31500,Manual,2,Nissan Kicks,2020,Silver,1199000
3792,hyderabad,Diesel,SUV,128193,Manual,1,Mahindra XUV500,2015,White,844999
3793,hyderabad,Diesel,Sedan,87810,Manual,1,Hyundai Verna,2018,White,1013000
3794,hyderabad,Petrol,SUV,64951,Manual,2,Hyundai Creta,2017,Silver,1008000
3795,hyderabad,Petrol,Hatchback,50000,Manual,2,Hyundai Santro Xing,2012,Red,260000
3796,hyderabad,Diesel,SUV,97161,Manual,1,Hyundai Creta,2017,Black,1124000
3797,hyderabad,Petrol,Sedan,67805,Manual,1,Volkswagen Ameo,2017,Blue,609000
3798,hyderabad,Petrol,Hatchback,70435,Manual,2,Maruti Alto K10,2014,Silver,272000
3799,hyderabad,Diesel,SUV,49287,Manual,1,MG Hector,2020,Red,1500000
3800,hyderabad,Petrol,Hatchback,84759,Automatic,2,Hyundai Santro,2018,Red,522000
3801,hyderabad,Petrol,Hatchback,74538,Manual,2,Maruti Baleno,2017,Blue,623000
3802,hyderabad,Diesel,SUV,53000,Manual,1,Mahindra Scorpio,2010,White,585000
3803,hyderabad,Petrol,Hatchback,79024,Manual,2,Maruti Alto 800,2017,Red,298000
3804,hyderabad,Diesel,Hatchback,80000,Manual,1,Maruti Celerio,2016,White,400000
3805,hyderabad,Diesel,SUV,62125,Manual,1,Hyundai Creta,2018,Blue,1080000
3806,hyderabad,Diesel,Hatchback,95596,Manual,1,Toyota Etios Cross,2014,Silver,520000
3807,hyderabad,Petrol,Hatchback,18500,Manual,1,Hyundai Grand i10,2019,White,680000
3808,hyderabad,Diesel,Hatchback,144000,Manual,2,Maruti Swift,2016,White,500000
3809,hyderabad,Petrol,Sedan,55200,Manual,1,Honda City,2021,Brown,1199000
3810,hyderabad,Petrol,Hatchback,71779,Manual,1,Hyundai i20,2016,Red,633000
3811,hyderabad,Petrol,Sedan,101176,Manual,3,Honda City,2015,Red,562000
3812,hyderabad,Diesel,Hatchback,75000,Manual,1,Maruti Celerio,2016,White,475000
3813,hyderabad,Petrol,Hatchback,66676,Manual,1,Honda Jazz,2017,Red,601000
3814,hyderabad,Petrol,Hatchback,2236,Manual,1,Maruti Alto 800,2018,Silver,352000
3815,hyderabad,Petrol,Hatchback,74754,Manual,2,Hyundai i10,2012,Silver,300000
3816,hyderabad,Petrol,Hatchback,66244,Manual,1,Maruti Baleno,2018,Blue,720000
3817,hyderabad,Petrol,Hatchback,17341,Manual,1,Renault KWID,2022,Silver,541000
3818,hyderabad,Petrol,Hatchback,44675,Manual,1,Hyundai Grand i10,2018,White,513999
3819,hyderabad,Petrol,Hatchback,30829,Manual,1,Maruti Baleno,2022,Grey,780000
3820,hyderabad,Petrol,Sedan,100000,Manual,2,Tata Zest,2015,Others,400000
3821,hyderabad,Diesel,Sedan,53800,Manual,1,Maruti Ciaz,2019,Blue,994999
3822,hyderabad,Diesel,SUV,122000,Manual,1,Hyundai Creta,2017,White,940000
3823,hyderabad,Diesel,SUV,107220,Manual,1,Mahindra XUV500,2017,White,1490000
3824,hyderabad,Diesel,Sedan,129000,Manual,1,Honda City,2015,White,580000
3825,hyderabad,Petrol,Hatchback,83829,Manual,1,Datsun RediGO,2018,Silver,375000
3826,hyderabad,Petrol,Hatchback,52996,Manual,2,Honda Brio,2013,White,314000
3827,hyderabad,Petrol,Hatchback,16105,Automatic,2,Renault KWID,2021,Silver,556000
3828,hyderabad,Petrol,Hatchback,15680,Manual,1,Maruti Baleno,2021,White,787000
3829,hyderabad,Petrol,Hatchback,55065,Automatic,1,Maruti Swift,2019,Blue,595000
3830,hyderabad,Diesel,Hatchback,120000,Manual,2,Toyota Etios Liva,2016,Silver,400000
3831,hyderabad,Petrol,Hatchback,15518,Automatic,2,Tata Tiago,2021,White,771000
3832,hyderabad,Diesel,Sedan,39907,Automatic,1,Honda Amaze,2018,Red,790000
3833,hyderabad,Petrol,Hatchback,45560,Manual,1,Hyundai i20,2017,Silver,655000
3834,hyderabad,Petrol,Hatchback,42096,Manual,1,Hyundai i10,2012,Yellow,336000
3835,hyderabad,Diesel,Sedan,70500,Automatic,2,Mercedes-Benz CLA,2015,Cirrus White,1775000
3836,hyderabad,Petrol,Sedan,63886,Manual,1,Honda City,2018,Silver,832000
3837,hyderabad,Diesel,MUV,95600,Manual,1,Tata Hexa,2017,Arizona Blue,1025000
3838,hyderabad,Diesel,Hatchback,61000,Manual,1,Maruti Swift,2016,Red,595000
3839,hyderabad,Petrol,Hatchback,18000,Automatic,1,Hyundai Grand i10,2017,Grey,625000
3840,hyderabad,Petrol,Hatchback,63000,Automatic,1,Hyundai Grand i10,2016,Grey,599000
3841,hyderabad,Petrol,Hatchback,52617,Manual,2,Maruti Baleno,2018,Red,615000
3842,hyderabad,Petrol,Hatchback,51865,Manual,1,Maruti Celerio,2019,White,513999
3843,hyderabad,Petrol,Hatchback,110410,Manual,1,Maruti Swift,2015,Red,458000
3844,hyderabad,Petrol,Sedan,55846,Automatic,1,Maruti Ciaz,2017,Brown,700000
3845,hyderabad,Petrol,Hatchback,47000,Manual,1,Renault KWID,2020,Blue,515000
3846,hyderabad,Petrol,SUV,39914,Manual,1,Ford Ecosport,2018,Blue,822000
3847,hyderabad,Petrol,Hatchback,73000,Manual,1,Hyundai Santro Xing,2010,Beige,265000
3848,hyderabad,Petrol,Hatchback,88048,Manual,1,Hyundai i20,2016,White,579000
3849,hyderabad,Petrol,Hatchback,92278,Manual,2,Hyundai i10,2013,Red,318000
3850,hyderabad,Petrol,Sedan,92960,Manual,1,Honda City,2016,Brown,643000
3851,hyderabad,Petrol,Hatchback,63000,Manual,1,Tata Altroz,2020,White,750000
3852,hyderabad,Petrol,SUV,20000,Automatic,1,Renault Kiger,2021,Blue,825000
3853,hyderabad,Petrol,Hatchback,4600,Automatic,1,Maruti S-Presso,2022,Silky Silver,610000
3854,hyderabad,Petrol,Sedan,22800,Manual,1,Honda City,2021,Modern Steel Metal,1090000
3855,hyderabad,Petrol,Sedan,10000,Manual,1,Maruti Swift Dzire Tour,2020,White,625000
3856,hyderabad,Petrol,Hatchback,70000,Manual,2,Ford Figo,2010,Others,185000
3857,hyderabad,Petrol,Hatchback,44790,Manual,1,Maruti Alto 800,2020,Silver,357000
3858,hyderabad,Petrol,Hatchback,14213,Manual,1,Maruti S-Presso,2022,White,547000
3859,hyderabad,Diesel,SUV,102000,Manual,2,Maruti Vitara Brezza,2018,Grey,800000
3860,hyderabad,Petrol,Hatchback,40724,Manual,3,Hyundai i10,2012,White,311000
3861,hyderabad,Petrol,Hatchback,55724,Manual,2,Maruti Baleno,2017,Silver,570000
3862,hyderabad,Petrol,Sedan,100000,Manual,1,Maruti Swift Dzire,2010,Others,300000
3863,hyderabad,Petrol,Hatchback,85396,Manual,1,Maruti Alto 800,2017,Silver,332000
3864,hyderabad,Petrol,Hatchback,50000,Manual,2,Maruti Baleno,2016,Others,509999
3865,hyderabad,Petrol,Hatchback,27136,Manual,1,Maruti Alto 800,2016,Red,325000
3866,hyderabad,Petrol,Hatchback,44591,Manual,1,Ford Freestyle,2019,White,644000
3867,hyderabad,Petrol,Hatchback,20034,Manual,1,Maruti Ignis,2018,Others,528000
3868,hyderabad,Petrol,Hatchback,50000,Manual,2,Hyundai Santro Xing,2012,Others,260000
3869,hyderabad,Petrol,MUV,47529,Manual,1,Kia Carens,2022,White,1150000
3870,hyderabad,Petrol,Hatchback,46739,Automatic,1,Maruti Baleno,2017,Blue,740000
3871,hyderabad,Diesel,Sedan,150000,Manual,2,Hyundai Verna,2012,Others,409999
3872,hyderabad,Petrol,Hatchback,62000,Automatic,1,Maruti Celerio X,2019,Grey,599000
3873,hyderabad,Petrol,MUV,45000,Manual,1,Maruti XL6,2021,Silver,1125000
3874,hyderabad,Petrol,Sedan,36000,Automatic,1,Honda City,2020,GOLDEN BROWN,1299000
3875,hyderabad,Petrol,Sedan,40000,Manual,1,Honda City,2019,Others,1050000
3876,hyderabad,Petrol,Hatchback,15850,Manual,1,Datsun RediGO,2020,Red,416000
3877,hyderabad,Petrol,Sedan,62535,Automatic,1,Maruti Swift Dzire,2017,Others,642000
3878,hyderabad,Diesel,SUV,94600,Manual,1,Maruti Vitara Brezza,2018,Red,849000
3879,hyderabad,Petrol,Sedan,80375,Manual,2,Maruti Swift Dzire,2013,Black,434000
3880,hyderabad,Petrol,Hatchback,97935,Manual,3,Honda Brio,2012,Silver,276000
3881,hyderabad,Petrol,Hatchback,38300,Manual,1,Hyundai i20,2019,Polar White,710000
3882,hyderabad,Petrol,Hatchback,81917,Manual,1,Maruti Baleno,2017,Blue,580000
3883,hyderabad,Petrol,Hatchback,69000,Manual,1,Maruti Baleno,2016,Red,575000
3884,hyderabad,Petrol,Hatchback,43566,Manual,2,Hyundai Grand i10,2016,Silver,498000
3885,hyderabad,Petrol,Hatchback,94201,Manual,2,Hyundai i20,2015,White,533000
3886,hyderabad,Petrol,Hatchback,50000,Automatic,1,Maruti Baleno,2017,Blue,699000
3887,hyderabad,Petrol,Hatchback,40689,Manual,1,Tata Tiago,2019,Red,520000
3888,hyderabad,Petrol,Sedan,35849,Manual,1,Honda Amaze,2018,Red,720000
3889,hyderabad,Diesel,Sedan,90000,Manual,2,Skoda Laura,2011,Others,380000
3890,hyderabad,Petrol,Hatchback,62000,Manual,1,Hyundai i20,2019,Grey,749000
3891,hyderabad,Petrol,Hatchback,40000,Manual,3,Maruti Alto K10,2017,Others,330000
3892,hyderabad,Petrol,Hatchback,10000,Manual,1,Tata Tiago NRG,2022,Others,700000
3893,hyderabad,Petrol,Hatchback,69552,Manual,1,Hyundai i20,2016,White,645000
3894,hyderabad,Petrol,Hatchback,97610,Automatic,1,Renault KWID,2018,Grey,391000
3895,hyderabad,Petrol,Sedan,74914,Automatic,2,Honda City,2012,Brown,509000
3896,hyderabad,Petrol,Hatchback,101887,Manual,2,Hyundai i20,2015,Silver,516000
3897,hyderabad,Petrol,Hatchback,42217,Manual,2,Maruti Wagon R,2012,White,312000
3898,hyderabad,Petrol,Hatchback,80315,Automatic,2,Maruti Celerio,2016,Silver,434000
3899,hyderabad,Petrol,Hatchback,55000,Manual,1,Maruti Wagon R,2013,Red,375000
3900,hyderabad,Petrol,Hatchback,64447,Manual,1,Datsun GO,2019,Orange,432000
3901,hyderabad,Petrol,Hatchback,76947,Automatic,1,Hyundai Grand i10 Nios,2019,Red,688000
3902,hyderabad,Petrol,Hatchback,23110,Manual,1,Datsun RediGO,2018,Brown,350000
3903,hyderabad,Petrol,Hatchback,40235,Manual,2,Hyundai Grand i10,2018,Red,496000
3904,hyderabad,Petrol,Hatchback,48992,Manual,1,Maruti Swift,2017,Grey,630000
3905,hyderabad,Petrol,Hatchback,21000,Automatic,1,Hyundai Grand i10,2019,Grey,685000
3906,hyderabad,Cng,Hatchback,50000,Manual,1,Maruti Celerio,2022,Others,630000
3907,hyderabad,Petrol,MUV,90000,Manual,2,Honda Mobilio,2015,Others,550000
3908,hyderabad,Diesel,MUV,136083,Manual,1,Honda Mobilio,2014,Red,520000
3909,hyderabad,Petrol,Sedan,90000,Manual,2,Honda City,2007,Black,250000
3910,hyderabad,Diesel,SUV,100000,Manual,1,Maruti Vitara Brezza,2019,Others,1000000
3911,hyderabad,Petrol,Hatchback,39817,Manual,2,Maruti Ignis,2018,Silver,496000
3912,hyderabad,Diesel,Sedan,54063,Manual,1,Maruti Ciaz,2017,Brown,788000
3913,hyderabad,Petrol,Hatchback,37000,Manual,1,Hyundai i20 N Line,2021,Blue,994999
3914,hyderabad,Petrol,Hatchback,67372,Manual,1,Hyundai Grand i10,2013,Orange,416000
3915,hyderabad,Petrol,Hatchback,76685,Manual,1,Maruti Alto 800,2019,Silver,344000
3916,hyderabad,Diesel,Hatchback,115595,Manual,1,Maruti Swift,2014,White,450000
3917,hyderabad,Petrol,Hatchback,89956,Manual,2,Volkswagen Polo,2019,Black,523000
3918,hyderabad,Diesel,Sedan,120000,Manual,2,Maruti Swift Dzire,2011,Others,340000
3919,hyderabad,Petrol,Hatchback,87189,Manual,1,Hyundai Grand i10,2019,Silver,520000
3920,hyderabad,Petrol,Hatchback,42662,Manual,1,Maruti Swift,2019,Red,628000
3921,hyderabad,Diesel,Hatchback,69000,Manual,1,Maruti Swift,2014,White,525000
3922,hyderabad,Petrol,Hatchback,63002,Automatic,1,Hyundai Santro,2019,Silver,513999
3923,hyderabad,Diesel,Sedan,120000,Automatic,1,Volkswagen Passat,2018,White,1700000
3924,hyderabad,Petrol,Sedan,108000,Manual,1,Hyundai Verna,2008,Red,290000
3925,hyderabad,Diesel,MUV,110000,Manual,2,Mahindra Marazzo,2020,White,950000
3926,hyderabad,Petrol,Sedan,40022,Manual,2,Hyundai Verna,2018,Orange,900000
3927,hyderabad,Diesel,Hatchback,81000,Manual,1,Maruti Baleno,2019,magma gray,750000
3928,hyderabad,Diesel,Sedan,70000,Manual,1,Tata Manza,2011,Others,300000
3929,hyderabad,Diesel,SUV,46000,Manual,1,Mahindra TUV 300,2019,Red,980000
3930,hyderabad,Petrol,Hatchback,45911,Automatic,1,Maruti Swift,2018,Blue,675000
3931,hyderabad,Petrol,Sedan,87335,Manual,1,Honda City,2016,Others,616000
3932,hyderabad,Petrol,SUV,41108,Manual,2,Ford Ecosport,2018,Red,814000
3933,hyderabad,Petrol,Hatchback,35545,Manual,1,Maruti Baleno,2019,Blue,750000
3934,hyderabad,Diesel,Sedan,120000,Manual,1,Hyundai Xcent,2017,Others,450000
3935,hyderabad,Petrol,Hatchback,54631,Manual,1,Hyundai Grand i10,2016,Red,498000
3936,hyderabad,Diesel,Sedan,107000,Manual,1,Maruti Ciaz,2015,Maroon,650000
3937,hyderabad,Petrol,Hatchback,38471,Manual,2,Hyundai Grand i10,2019,Silver,527000
3938,hyderabad,Petrol,Hatchback,72393,Manual,2,Maruti Wagon R,2015,Red,329000
3939,hyderabad,Petrol,Hatchback,58000,Manual,1,Ford Figo,2015,Grey,350000
3940,hyderabad,Petrol,Hatchback,20266,Manual,1,Hyundai Santro,2018,Silver,541000
3941,hyderabad,Diesel,Hatchback,120000,Manual,3,Hyundai i20,2012,Others,340000
3942,hyderabad,Petrol,Hatchback,90000,Manual,2,Hyundai Santro Xing,2008,Others,185000
3943,hyderabad,Diesel,SUV,84910,Manual,1,Hyundai Creta,2017,Grey,1125000
3944,hyderabad,Petrol,Sedan,70000,Manual,1,Honda City,2020,White,1000000
3945,hyderabad,Diesel,Hatchback,120000,Manual,2,Mahindra KUV 100 NXT,2018,Others,450000
3946,hyderabad,Diesel,Sedan,120000,Manual,2,Hyundai Xcent,2016,Silver,445000
3947,hyderabad,Diesel,SUV,109000,Manual,1,Hyundai Creta,2018,White,1195000
3948,hyderabad,Petrol,Hatchback,44000,Manual,1,Maruti Celerio,2016,White,440000
3949,hyderabad,Petrol,Hatchback,44363,Manual,1,Maruti Celerio X,2019,Silver,503000
3950,hyderabad,Petrol,Sedan,39461,Automatic,1,Maruti Swift Dzire,2018,Silver,702000
3951,hyderabad,Diesel,Sedan,120000,Automatic,2,Mercedes-Benz E-Class,2012,Others,1175000
3952,hyderabad,Petrol,Hatchback,59126,Manual,1,Maruti Baleno,2018,Blue,690000
3953,hyderabad,Petrol,Hatchback,65331,Manual,1,Hyundai Grand i10,2018,Silver,520000
3954,hyderabad,Petrol,Hatchback,45000,Manual,1,Maruti Baleno,2017,Red,699000
3955,hyderabad,Petrol,Hatchback,41378,Manual,2,Maruti Swift,2013,Silver,436000
3956,hyderabad,Diesel,Sedan,120000,Manual,1,Tata Manza,2013,Others,250000
3957,hyderabad,Petrol,Sedan,124781,Manual,1,Honda City,2014,Red,501999
3958,hyderabad,Petrol,Hatchback,63313,Manual,1,Maruti Swift,2016,Silver,509999
3959,hyderabad,Diesel,Hatchback,62535,Manual,1,Maruti Baleno,2016,Silver,660000
3960,hyderabad,Petrol,Hatchback,89581,Manual,1,Maruti Baleno,2017,Red,599000
3961,hyderabad,Diesel,Sedan,120000,Manual,2,Ford Fiesta Classic,2011,Others,250000
3962,hyderabad,Diesel,Sedan,120000,Automatic,2,Volkswagen Jetta,2014,Gray,750000
3963,hyderabad,Diesel,SUV,58000,Manual,1,Mahindra XUV500,2018,Maroon,1595000
3964,hyderabad,Petrol,Hatchback,90000,Manual,1,Maruti Wagon R,2012,Grey,310000
3965,hyderabad,Petrol,Hatchback,59000,Manual,1,Maruti Baleno,2017,Blue,675000
3966,hyderabad,Diesel,SUV,100000,Automatic,3,Mercedes-Benz M-Class,2011,Others,1200000
3967,hyderabad,Petrol,Hatchback,99003,Manual,1,Maruti S-Presso,2019,Red,392000
3968,hyderabad,Petrol,Hatchback,76003,Manual,1,Maruti S-Presso,2019,Silver,401000
3969,hyderabad,Petrol,Hatchback,101863,Manual,3,Maruti Baleno,2017,Silver,581000
3970,hyderabad,Diesel,Sedan,107344,Automatic,1,Volkswagen Vento,2018,White,909000
3971,hyderabad,Petrol,Hatchback,56129,Manual,1,Hyundai Grand i10,2018,Red,543000
3972,hyderabad,Diesel,MUV,70599,Manual,1,Maruti Ertiga,2019,Red,1100000
3973,hyderabad,Diesel,Sedan,97208,Automatic,1,Honda Amaze,2018,White,743000
3974,hyderabad,Petrol,Sedan,53509,Manual,2,Skoda Rapid,2020,Red,997000
3975,hyderabad,Diesel,SUV,52000,Manual,1,Jeep Compass,2017,White,1599000
3976,hyderabad,Petrol,Hatchback,97621,Manual,1,Hyundai i20,2021,White,811000
3977,hyderabad,Petrol,Hatchback,113000,Manual,1,Hyundai i10,2009,Red,250000
3978,hyderabad,Diesel,MUV,152000,Manual,1,Toyota Innova,2008,Red,650000
3979,hyderabad,Diesel,SUV,78000,Manual,1,Maruti SX4 S Cross,2018,White,975000
3980,hyderabad,Diesel,Sedan,93000,Automatic,1,Audi A4,2011,White,1199000
3981,hyderabad,Diesel,MUV,55000,Manual,1,Chevrolet Enjoy,2013,CBeige,525000
3982,hyderabad,Diesel,Sedan,131852,Manual,1,Maruti Swift Dzire,2012,White,420000
3983,hyderabad,Petrol,Hatchback,20000,Manual,1,Maruti Swift,2021,Others,600000
3984,hyderabad,Diesel,SUV,44416,Manual,1,Renault Duster,2019,Blue,996000
3985,hyderabad,Petrol,Hatchback,69408,Manual,3,Honda Brio,2012,Red,311000
3986,hyderabad,Petrol,SUV,10000,Manual,1,Volkswagen Taigun,2022,Black,1700000
