,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,ground_clearance_unladen,cargo_volumn,compression_ratio,acceleration,top_speed,city
265,0,Diesel,SUV,"56,312",Automatic,1,1st Owner,Kia,Kia Seltos,2021,7121,GTX Plus Diesel AT,₹ 14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",265,Jun 2021,Comprehensive,Diesel,5 Seats,"56,312 Kms",WB02,First Owner,1493 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Black,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250Nm@1500-2750rpm,4.0,4.0,,CRDi,,Yes,,4315mm,1800mm,1645mm,2610mm,,,1540,,6-Speed,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,,433,,,,kolkata
266,0,Petrol,Hatchback,"22,950",Manual,1,1st Owner,Maruti,Maruti Alto 800,2019,7073,LXI,₹ 2.83 Lakh,₹ 3.30 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",266,May 2019,Third Party,Petrol,5 Seats,"22,950 Kms",WB08,First Owner,796 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Red,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,3445,1515,1475,2360,1295,1290,755,1185,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,,kolkata
267,0,Petrol,Hatchback,"42,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2014,1567,Era,₹ 2.14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",267,Jan 2014,Comprehensive,Petrol,5 Seats,"42,000 Kms",WB02,Second Owner,1086 cc,Manual,2014,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Red,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,Tubeless,,5,,225-litres,,14.3 Seconds,165 Kmph,kolkata
268,0,Petrol,Hatchback,"26,135",Manual,1,1st Owner,Hyundai,Hyundai EON,2014,1502,Era Plus,₹ 2.15 Lakh,₹ 2.27 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",268,Apr 2014,Third Party,Petrol,5 Seats,"26,135 Kms",WB20,First Owner,814 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Blue,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,SOHC,MPFI,,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,880,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,Tubeless,,5,,215-litres,,19 Seconds,135 Kmph,kolkata
269,0,Petrol,Hatchback,"20,913",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2020,7140,1.0 MPI Highline Plus BSIV,₹ 7.49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",269,Jun 2020,Comprehensive,Petrol,5 Seats,"20,913 Kms",WB08,First Owner,999 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5x76.4 mm,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1044Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",16,5,,280,10.5:1,,,kolkata
270,0,Petrol,Hatchback,"14,000",Manual,2,2nd Owner,Hyundai,Hyundai EON,2013,1502,Era Plus,₹ 1.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",270,Nov 2013,Comprehensive,Petrol,5 Seats,"14,000 Kms",WB02,Second Owner,814 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",Blue,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,SOHC,MPFI,,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,880,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,Tubeless,,5,,215-litres,,19 Seconds,135 Kmph,kolkata
271,0,Petrol,Hatchback,"3,000",Manual,1,1st Owner,Maruti,Maruti S-Presso,2020,10350,VXi Plus,₹ 4.21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",271,Oct 2020,Comprehensive,Petrol,5 Seats,"3,000 Kms",WB10,First Owner,998 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Grey,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,3565mm,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,,,kolkata
272,0,Diesel,Hatchback,"52,002",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3965,1.3 Sigma,₹ 4.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",272,Nov 2018,Comprehensive,Diesel,5 Seats,"52,002 Kms",WB18,First Owner,1248 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,,Yes,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,960kg,1430kg,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,,339-litres,,12.93 seconds,170 Kmph,kolkata
273,0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2010,1644,1.2 Magna,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",273,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,Second Owner,1197 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,DOHC,MPFI,,No,No,3940 mm,1710 mm,1505 mm,"2,525 mm","1,505 mm","1,503 mm",1020,,5 Speed,,5,Power,5.2 mtrs.,Disk,Drum,"Tubeless,Radial",14,5,,,,,,kolkata
274,0,Diesel,SUV,"50,000",Manual,1,1st Owner,Kia,Kia Seltos,2021,7118,HTX Plus Diesel,₹ 13.21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",274,Apr 2021,Third Party insurance,Diesel,5 Seats,"50,000 Kms",WB02,First Owner,1493 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,,CRDi,,Yes,,4315mm,1800mm,1645mm,2610mm,,,1535,,6-Speed,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,,433,,,,kolkata
275,0,Petrol,Sedan,"59,000",Manual,1,1st Owner,Toyota,Toyota Corolla Altis,2014,2145,G MT,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",275,Oct 2014,Third Party insurance,Petrol,5 Seats,"59,000 Kms",WB02,First Owner,1798 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,2ZR-FE Petrol Engine,1798,138.03bhp@6400rpm,173Nm@4000rpm,4.0,4.0,DOHC,EFI,,No,No,4620mm,1776mm,1475mm,2700mm,1529mm,1534mm,1190kg,1645kg,6 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,,470-litres,,10.1 Seconds,200 Kmph,kolkata
276,0,Diesel,SUV,"15,000",Manual,1,1st Owner,Kia,Kia Sonet,2022,8012,GTX Plus Diesel iMT BSVI,₹ 11.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",276,Oct 2022,Comprehensive,Diesel,5 Seats,"15,000 Kms",WB02,First Owner,1493 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,1.5 L CRDi WGT,1493,98.63bhp@4000rpm,240Nm@1500-2750rpm,4.0,4.0,,CRDi,,Yes,,3995mm,1790,1642,2500,,,1351,,6-Speed,FWD,5,Electric,,Disc,Drum,"Tubeless, Radial",16,5,,392,,,,kolkata
277,0,Petrol,Hatchback,"22,393",Manual,2,2nd Owner,Hyundai,Hyundai EON,2014,1502,Era Plus,₹ 2.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",277,Oct 2014,Comprehensive,Petrol,5 Seats,"22,393 Kms",WB08,Second Owner,814 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Driver Air Bag",White,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,SOHC,MPFI,,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,880,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,Tubeless,,5,,215-litres,,19 Seconds,135 Kmph,kolkata
278,0,Diesel,Sedan,"53,483",Manual,1,1st Owner,Honda,Honda Amaze,2016,1155,S i-DTEC,₹ 3.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",278,Feb 2016,Comprehensive,Diesel,5 Seats,"53,483 Kms",WB02,First Owner,1498 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",G Brown,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,3990mm,1680mm,1505mm,2405mm,,,1065kg,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless,Radial",,4,,400-litres,,17 Seconds,140 Kmph,kolkata
279,0,Petrol,Sedan,"49,000",Automatic,1,1st Owner,Honda,Honda New Accord,2011,1376,2.4 AT,₹ 4.21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",279,Jun 2011,Third Party insurance,Petrol,5 Seats,"49,000 Kms",WB06,First Owner,2354 cc,Automatic,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Grey,DOHC i-VTEC,2354,177.6bhp@6500rpm,222Nm@4300rpm,4.0,4.0,DOHC,PGM-FI (Programmed Fuel Injection),,No,No,4950mm,1845mm,1475mm,2800mm,1585mm,1585mm,1525kg,,5 Speed,FWD,5,Power,5.6metres,Multilateral Disc,Solid Disc,"Tubeless,Radial",16,4,,,,,,kolkata
280,0,Petrol,Hatchback,"38,420",Manual,1,1st Owner,Maruti,Maruti Alto K10,2011,10332,VXI,₹ 1.71 Lakh,₹ 1.85 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",280,Aug 2011,Comprehensive,Petrol,5 Seats,"38,420 Kms",WB20,First Owner,998 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,3530mm,1490,1520,2380,,,755,,5 Speed,,5,Power,4.5,Disc,Drum,"Tubeless, Radial",,5,,214,,,,kolkata
281,0,Petrol,Hatchback,"60,585",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1586,Sportz 1.2,₹ 1.72 Lakh,₹ 1.75 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",281,Jun 2010,Comprehensive,Petrol,5 Seats,"60,585 Kms",WB06,First Owner,1197 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",Red,DOHC Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,DOHC,MPFI,71 x 75.6 mm,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,960,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,10.5:1,,,kolkata
282,0,Petrol,Sedan,"12,809",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2021,8407,Exclusive E 200 BSVI,₹ 66 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",282,Oct 2021,Comprehensive,Petrol,5 Seats,"12,809 Kms",WB02,First Owner,1991 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",White,In-Line 4 Cylinder Petrol Engine,1991,194.44bhp@5500-6100rpm,320Nm@1650-4000rpm,4.0,4.0,DOHC,Direct Injection,,,,5075mm,2065mm,1495mm,3079mm,1595mm,1597mm,1635,,9 Speed,RWD,5,Electric,6 metres,Ventilated Disc,Disc,"Tubeless,Radial",17,4,,540-litres,,7.6 Seconds,240 kmph,kolkata
283,0,Diesel,Sedan,"37,243",Automatic,1,1st Owner,Skoda,Skoda Rapid,2019,3129,1.5 TDI AT Ambition BSIV,₹ 7.94 Lakh,₹ 8.91 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",283,Mar 2019,Zero Dep,Diesel,5 Seats,"37,243 Kms",WB02,First Owner,1498 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,Diesel Engine,1498,108.6bhp@4000rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,4413mm,1699mm,1466mm,2552mm,,,1220kg,1770kg,7 Speed,FWD,5,Power,5.3 meters,Disc,Drum,"Tubeless,Radial",15,4,120mm,460,,11.41 Seconds,171.92 Kmph,kolkata
284,0,Petrol,SUV,"25,796",Manual,1,1st Owner,Toyota,Toyota Urban cruiser,2022,7971,Premium,₹ 8.81 Lakh,₹ 9.66 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",284,May 2022,Comprehensive,Petrol,5 Seats,"25,796 Kms",WB08,First Owner,1462 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,k-series1.5l,1462,103.26bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,,,,3995,1790,1640,2500,,,1115-1130,1600,5 Speed,,5,Electronic,5.2,Ventilated Disc,Drum,"Tubeless, Radial",16,5,,328,,,,kolkata
285,0,Diesel,MUV,"34,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2018,7314,2.4 VX MT 8 STR,₹ 17.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",285,Nov 2018,Comprehensive,Diesel,8 Seats,"34,000 Kms",WB26,First Owner,2393 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Purple,2-GD FTV Engine,2393,147.51bhp@3400rpm,343Nm@1400-2800rpm,7.0,4.0,DOHC,CRDi,3.62 X 4.08 mm,Yes,No,4735mm,1830mm,1795mm,2750mm,1540mm,1540mm,1865kg,2500kg,5 Speed,RWD,8,Power,5.4,Disc,Drum,"Tubeless,Radial",16,5,178mm,,,,,kolkata
286,0,Petrol,SUV,"29,717",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2019,6946,SX Plus Turbo DCT BSIV,₹ 8.53 Lakh,₹ 8.99 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",286,Jul 2019,Comprehensive,Petrol,5 Seats,"29,717 Kms",WB06,First Owner,998 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1440,,7-Speed,FWD,5,Power,,Disc,Drum,Radial,16,5,190mm,350,,,,kolkata
287,0,Petrol,Hatchback,"42,000",Manual,1,1st Owner,Nissan,Nissan Micra Active,2018,6540,XV Petrol,₹ 3.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",287,Nov 2018,Comprehensive,Petrol,5 Seats,"42,000 Kms",WB26,First Owner,1198 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Silver,In Line Petrol Engine,1198,67.04bhp@5000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Fuel Injection,78 x 83.6,No,No,3801mm,1665mm,1530mm,2450mm,,,970,,5 Speed,FWD,5,Power,4.65 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,,251-litres,9.8:1,15 Seconds,160 Kmph,kolkata
288,0,Petrol,Hatchback,"24,425",Manual,1,1st Owner,Maruti,Maruti Wagon R Stingray,2014,4369,VXI,₹ 2.84 Lakh,₹ 2.98 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",288,Sept 2014,Comprehensive,Petrol,5 Seats,"24,425 Kms",WB24,First Owner,998 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Radio",Red,K 10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,,No,No,3636mm,1475mm,1670mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,14,5,,180-liters,,15 Seconds,150 Kmph,kolkata
289,0,Petrol,Sedan,"14,323",Automatic,1,1st Owner,Skoda,Skoda Rapid,2020,7981,1.0 TSI Ambition AT,₹ 9.36 Lakh,₹ 9.74 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",289,Jan 2021,Comprehensive,Petrol,5 Seats,"14,323 Kms",WB02,First Owner,999 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.0L TSI Petrol,999,108.62bhp@5000-5500rpm,175nm@1750-4000rpm,3.0,4.0,DOHC,Direct Injection,,Yes,No,4413mm,1699mm,1466mm,2552mm,,,1139-1169,1700,6 Speed,FWD,5,Power,5.3,Disc,Drum,"Tubeless,Radial",R15,4,116mm,460,,,,kolkata
290,0,Diesel,SUV,"9,700",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2019,6917,T10 Dual Tone BSIV,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",290,Mar 2019,Comprehensive,Diesel,7 Seats,"9,700 Kms",WB10,First Owner,1493 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,mHawk 100 Diesel Engine,1493,100bhp@3750rpm,240Nm@1600-2800rpm,3.0,2.0,,CRDi,,Yes,No,3995mm,1795mm,1817mm,2680mm,,,1650kg,2225kg,5 Speed,RWD,7,Power,5.35 metres,Disc,Drum,"Tubeless,Radials",R15,5,,384-litres,,13.9 Seconds,156 Kmph,kolkata
291,0,Petrol,Sedan,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2011,1815,1.6 VTVT,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",291,2011,Third Party insurance,Petrol,5 Seats,"50,000 Kms",,Second Owner,1591 cc,Manual,2011,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,VTVT Petrol Engine ,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,4370mm,1700mm,1475mm,2570mm,,,1198,,5 Speed,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",15,4,,465-litre,10.5:1,, ,kolkata
292,0,Petrol,Sedan,"51,097",Automatic,1,1st Owner,Honda,Honda City,2017,5629,i-VTEC CVT VX,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",292,Dec 2017,Third Party insurance,Petrol,5 Seats,"51,097 Kms",WB02,First Owner,1497 cc,Automatic,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Brown,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1100kg,1475kg,CVT,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,,510,10.3:1,10 Seconds,195 Kmph,kolkata
293,0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2010,1567,Era,₹ 1.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",293,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB06,Second Owner,1086 cc,Manual,2010,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Child Safety Locks, Passenger Side Rear View Mirror",Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,Tubeless,,5,,225-litres,,14.3 Seconds,165 Kmph,kolkata
294,0,Petrol,Sedan,"23,684",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2022,7711,ZXI Plus BSVI,₹ 8.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",294,Aug 2022,Comprehensive,Petrol,5 Seats,"23,684 Kms",WB02,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Brown,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",15,4,160,378,,,,kolkata
