,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,ground_clearance_unladen,cargo_volumn,compression_ratio,acceleration,top_speed,city
1256,0,Petrol,Hatchback,"45,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2014,1550,Asta Option,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1256,Dec 2014,Comprehensive,Petrol,5 Seats,"45,000 Kms",WB02,First Owner,1197 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,,256-liters,,12.9 Seconds,165 Kmph,kolkata
1257,0,Diesel,SUV,"84,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2018,916,3.2 Titanium AT 4X4,₹ 22.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1257,Nov 2018,Comprehensive,Diesel,7 Seats,"84,000 Kms",WB12,First Owner,3198 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Diesel Engine,3198,197bhp@3000rpm,470Nm@1750-2500rpm,4.0,4.0,DOHC,TDCi,,Yes,No,4892mm,1860mm,1837mm,2850mm,1475mm,1470mm,1879kg,,6 Speed,4WD,7,Power,,Disc,Disc,"Tubeless,Radial",18,5,,,,10.86 Seconds,160.2 kmph,kolkata
1258,0,Diesel,Sedan,"48,000",Manual,1,1st Owner,Honda,Honda City,2014,1208,i DTec SV,₹ 4.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1258,Dec 2014,Comprehensive,Diesel,5 Seats,"48,000 Kms",WB02,First Owner,1498 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Maroon,i DTEC Diesel Engine ,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,76.0 X 82.5 mm,Yes,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1150kg,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",,4,,510-litres,16.0:1,10 Seconds,175 Kmph,kolkata
1259,0,Petrol,Sedan,"49,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1156,SX i VTEC,₹ 3.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1259,Jul 2016,Comprehensive,Petrol,5 Seats,"49,000 Kms",WB02,First Owner,1198 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Brown,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,MPFi,,No,No,3990mm,1680mm,1505mm,2405mm,,,965kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,,400-litres,,15 Seconds,160 Kmph,kolkata
1260,0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Toyota,Toyota Corolla Altis,2010,2153,GL,₹ 2.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1260,Dec 2010,Comprehensive,Petrol,5 Seats,"70,000 Kms",WB06,First Owner,1798 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Maroon,DOHC Dual VVT-i Petrol En,1798,138.1bhp@6400rpm,173Nm@4000rpm,4.0,4.0,DOHC,EFI (Electronic Fuel Injection,,No,No,4620mm,1776mm,1475mm,2700mm,1530mm,1535mm,1340,,6 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,,475-litres,,10.42Seconds,205km/hr,kolkata
1261,0,Diesel,Sedan,"65,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2012,1817,1.6 SX,₹ 3.49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1261,Oct 2012,Third Party insurance,Diesel,5 Seats,"65,000 Kms",WB26,First Owner,1582 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Diesel Engine,1582,126.32bhp@4000rpm,259.8Nm@1900-2750rpm,4.0,4.0,DOHC,CRDI,77.2mm X 84.5mm,Yes,No,4370mm,1700mm,1475mm,2570mm,,,1260,,6 Speed ,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",16,4,,465-litre,17.3:1,10.62 Seconds,190km/hr,kolkata
1262,0,Diesel,SUV,"58,000",Automatic,1,1st Owner,Tata,Tata Nexon,2019,6500,1.5 Revotorq XMA,₹ 7.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1262,Nov 2019,Comprehensive,Diesel,5 Seats,"58,000 Kms",WB24,First Owner,1497 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Silver,"Revotorq, 1.5L Turbocharged engine",1497,108.5bhp@3750rpm,260Nm@1500-2750rpm,4.0,4.0,DOHC,CDI,76x82.5,Yes,No,3994mm,1811mm,1607mm,2498mm,1540 mm,1530 mm,1305Kg,,6 Speed,FWD,5,Power,5.1m,Disc,Drum,Tubeless Radial Tyres,,5,209 mm,350,,13.25 Seconds,154.19 kmph,kolkata
1263,0,Diesel,Hatchback,"64,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3965,1.3 Sigma,₹ 4.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1263,Nov 2018,Comprehensive,Diesel,5 Seats,"64,000 Kms",WB24,First Owner,1248 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,,Yes,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,960kg,1430kg,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,,339-litres,,12.93 seconds,170 Kmph,kolkata
1264,0,Petrol,SUV,"35,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLA Class,2016,4647,200 Sport Edition,₹ 16.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1264,Jul 2016,Comprehensive,Petrol,5 Seats,"35,000 Kms",WB02,First Owner,1991 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Brown, Petrol Engine,1991,183bhp@5500rpm,300Nm@1200-1400rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,4417mm,2022mm,1494mm,2699mm,1569mm,1560mm,1525kg,1940kg,7 Speed 7G-DCT,AWD,5,Power,5.92 metres,Disc,Disc,"Tubeless,Radial",18,5,,421-litres,,7.6 Seconds,225 Kmph,kolkata
1265,0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1165,SX i-VTEC,₹ 3.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1265,Aug 2016,Comprehensive,Petrol,5 Seats,"50,000 Kms",WB02,First Owner,1198 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Blue,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,No,No,3990mm,1680mm,1505mm,2405mm,,,960kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,,400-litres,,15 Seconds,160 Kmph,kolkata
1266,0,Petrol,Hatchback,"12,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5602,1.2 Kappa Magna BSIV,₹ 4.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1266,Jun 2018,Comprehensive,Petrol,5 Seats,"12,000 Kms",WB26,First Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Speakers Front",Grey,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1100,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,,256,,12.9 Seconds,165 Kmph,kolkata
1267,0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2016,7077,VXI 1.2,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1267,Dec 2016,Comprehensive,Petrol,5 Seats,"50,000 Kms",WB20,First Owner,1197 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Grey,K Series VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,860-895Kg,1315Kg,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,"Tubeless,Radial",,4,,378,,12.6 Seconds,,kolkata
1268,0,Diesel,SUV,"58,000",Manual,1,1st Owner,Renault,Renault Duster,2016,5050,85PS Diesel RxZ,₹ 4.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1268,Dec 2016,Comprehensive,Diesel,5 Seats,"58,000 Kms",WB02,First Owner,1461 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Brown,dCi THP Diesel Engine,1461,83.8bhp@3750rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,4315mm,1822mm,1695mm,2673mm,1560mm,1567mm,1210,1777kg,5 speed,FWD,5,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",16,5,,475-litres,,13.9 Seconds,156 Kmph,kolkata
1269,0,Diesel,Sedan,"50,000",Automatic,2,2nd Owner,Audi,Audi A4,2012,30,New  2.0 TDI Multitronic,₹ 9.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1269,Aug 2012,Comprehensive,Diesel,5 Seats,"50,000 Kms",WB06,Second Owner,1968 cc,Automatic,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,In Line Engine,1968,140.8bhp@4200rpm,320Nm@1750-2500rpm,4.0,4.0,DOHC,Direct Injection,81 X 95.5 mm,Yes,No,4701mm,1826mm,1427mm,2808mm,1564mm,1551mm,1590kg,2065kg,6 Speed,FWD,5,Power,5.5 metres,Ventilated Disc,Disc,"Tubeless,Radial",16,4,,480-litres,18:1,9.1 Seconds,210km/hr,kolkata
1270,0,Petrol,Hatchback,"16,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,7277,VXI Plus BSVI,₹ 3.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1270,Sept 2020,Third Party insurance,Petrol,5 Seats,"16,000 Kms",WB90,First Owner,796 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Grey,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,,kolkata
1271,0,Petrol,Hatchback,"75,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2010,1958,Petrol Highline 1.2L,₹ 1.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1271,Nov 2010,Comprehensive,Petrol,5 Seats,"75,000 Kms",WB06,Second Owner,1198 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,In-Line Petrol Engine,1198,73.9bhp@5400rpm,110Nm@3750rpm,3.0,4.0,,MPFI ,,No,No,3970mm,1682mm,1453mm,2456mm,,,1055kg,,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",15,5,,,,14.2 Seconds,162.9km/hr,kolkata
1272,0,Petrol,Sedan,"28,000",Manual,1,1st Owner,Ford,Ford Fiesta,2010,990,1.6 SXI ABS Duratec,₹ 1.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1272,Dec 2010,Comprehensive,Petrol,5 Seats,"28,000 Kms",WB06,First Owner,1596 cc,Manual,2010,,Violet,,1596,,,4.0,4.0,,,,,,,,,,,,1100kg,,,,5,Power,,,,"Tubeless,Radial",15,4,,,,,,kolkata
1273,0,Petrol,SUV,"55,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2018,1449,1.6 VTVT S,₹ 7.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1273,May 2018,Comprehensive,Petrol,5 Seats,"55,000 Kms",WB02,First Owner,1591 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,,No,No,4270mm,1780mm,1630mm,2590mm,,,"1,310",,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,,5,,400-litres,,10.5 Seconds,165 Kmph,kolkata
1274,0,Diesel,Hatchback,"54,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3965,1.3 Sigma,₹ 4.55 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1274,Nov 2018,Comprehensive,Diesel,5 Seats,"54,000 Kms",WB18,First Owner,1248 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,,Yes,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,960kg,1430kg,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,,339-litres,,12.93 seconds,170 Kmph,kolkata
1275,0,Petrol,Hatchback,"55,000",Manual,1,1st Owner,Honda,Honda Jazz,2016,1339,1.2 V i VTEC,₹ 3.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1275,Apr 2017,Comprehensive,Petrol,5 Seats,"55,000 Kms",WB02,First Owner,1199 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,3955mm,1694mm,1544mm,2530mm,,,1044kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",15,5,,354-litres,,13.7 Seconds,172 Kmph,kolkata
1276,0,Petrol,SUV,"29,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2021,7681,SX Plus Turbo DCT,₹ 9.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1276,Nov 2021,Comprehensive,Petrol,5 Seats,"29,000 Kms",WB02,First Owner,998 cc,Automatic,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,Kappa 1.0 L Turbo GDi Petrol,998,118.35bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1440,,7-Speed DCT,FWD,5,Electric,,Disc,Drum,Radial,R16,5,190mm,350,,,,kolkata
1277,0,Petrol,Sedan,"48,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2015,1841,1.4 VTVT,₹ 3.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1277,Aug 2015,Comprehensive,Petrol,5 Seats,"48,000 Kms",WB02,First Owner,1396 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Speakers Front",Silver,VTVT Petrol Engine,1396,105.5bhp@6300rpm,135.3Nm@5000rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,No,No,4375mm,1700mm,1475mm,2570mm,,,1170,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,4,,465-litres,10.5:1,10.5 Seconds,171 Kmph,kolkata
1278,0,Petrol,MUV,"45,000",Manual,1,1st Owner,Honda,Honda Mobilio,2014,1364,S i-VTEC,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1278,Nov 2014,Comprehensive,Petrol,7 Seats,"45,000 Kms",WB16,First Owner,1497 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Golden,i-VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-FI,73.0 X 89.4 mm,No,No,4386mm,1683mm,1603mm,2652mm,,,1145Kg,,5 Speed,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,,223-litres,10.3:1,16 Seconds,160 Kmph,kolkata
1279,0,Petrol,SUV,"21,000",Manual,1,1st Owner,Tata,Tata Nexon,2021,7384,XM BSVI,₹ 7.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1279,Aug 2021,Comprehensive,Petrol,5 Seats,"21,000 Kms",WB02,First Owner,1199 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",White,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,,,,3993,1811,1606,2498,,,1200,,6 Speed,,5,Electric,5.1,Disc,Drum,"Tubeless,Radial",,5,,350,,,,kolkata
1280,0,Petrol,Sedan,"52,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2013,1832,1.6 SX VTVT,₹ 3.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1280,May 2013,Comprehensive,Petrol,5 Seats,"52,000 Kms",WB02,First Owner,1591 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Golden,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,4375mm,1700mm,1475mm,2570mm,,,1260,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,"Tubeless,Radial",16,4,,465-litre,10.5;1,10.5 Seconds,196km/hr,kolkata
1281,0,Petrol,Sedan,"39,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2019,5786,1.2 VTVT SX Option,₹ 4.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1281,Aug 2019,Comprehensive,Petrol,5 Seats,"39,000 Kms",WB24,First Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2L Kappa Dual VTVT Petrol,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,Tubeless,15,4,,407,,,172 Kmph,kolkata
1282,0,Petrol,MUV,"55,000",Manual,1,1st Owner,Honda,Honda Mobilio,2014,1364,S i-VTEC,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1282,Oct 2014,Comprehensive,Petrol,7 Seats,"55,000 Kms",WB12,First Owner,1497 cc,Manual,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Golden,i-VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-FI,73.0 X 89.4 mm,No,No,4386mm,1683mm,1603mm,2652mm,,,1145Kg,,5 Speed,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,,223-litres,10.3:1,16 Seconds,160 Kmph,kolkata
1283,0,Diesel,MUV,"53,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2017,7315,2.4 ZX MT,₹ 17.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1283,Nov 2017,Comprehensive,Diesel,7 Seats,"53,000 Kms",WB02,First Owner,2393 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Silver,2-GD FTV Engine,2393,147.51bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,DOHC,CRDi,3.62 X 4.08 mm,Yes,No,4735mm,1830mm,1795mm,2750mm,1530mm,1530mm,1920kg,2490kg,5 Speed,RWD,7,Power,5.4,Disc,Drum,"Tubeless,Radial",17,5,178mm,,,,,kolkata
1284,0,Petrol,SUV,"9,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,9155,SX BSVI,₹ 9.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1284,Oct 2022,Comprehensive,Petrol,5 Seats,"9,000 Kms",WB02,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Grey,1.2 Kappa Petrol,1197,81.80bhp@6000rpm,113.8Nm@4000rpm,4.0,4.0,,,,No,,3995mm,1770mm,1617mm,2500mm,,,1148,,5-Speed,,5,Power,,Disc,Drum,"Tubeless, Radial",,5,,,,,,kolkata
1285,0,Petrol,SUV,"23,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7112,GTX Plus,₹ 13.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1285,Dec 2020,Comprehensive,Petrol,5 Seats,"23,000 Kms",WB02,First Owner,1353 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,,GDi,,Yes,,4315mm,1800mm,1645mm,2610mm,,,1515,,6-Speed,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,,433,,,,kolkata
